The token has not been saved to the git credentials helper. Pass `add_to_git_credential=True` in this function directly or `--add-to-git-credential` if using via `huggingface-cli` if you want to set the git credential as well.
Token is valid (permission: read).
Your token has been saved to /home/bhaskar_mukhoty/.cache/huggingface/token
Login successful
Layer 0 - PCA Explained Variance: nan
Layer 1 - PCA Explained Variance: 0.338
Layer 2 - PCA Explained Variance: 0.304
Layer 3 - PCA Explained Variance: 0.364
Layer 4 - PCA Explained Variance: 0.362
Layer 5 - PCA Explained Variance: 0.266
Layer 6 - PCA Explained Variance: 0.349
Layer 7 - PCA Explained Variance: 0.338
Layer 8 - PCA Explained Variance: 0.235
Layer 9 - PCA Explained Variance: 0.204
Layer 10 - PCA Explained Variance: 0.213
Layer 11 - PCA Explained Variance: 0.175
Layer 12 - PCA Explained Variance: 0.166
Layer 13 - PCA Explained Variance: 0.160
Layer 14 - PCA Explained Variance: 0.176
Layer 15 - PCA Explained Variance: 0.162
Layer 0 - M²: nan, SM: 1.000
Layer 1 - M²: 0.056, SM: 0.342
Layer 2 - M²: 0.916, SM: 1.141
Layer 3 - M²: 0.958, SM: 0.640
Layer 4 - M²: 0.950, SM: 0.800
Layer 5 - M²: 0.884, SM: 0.525
Layer 6 - M²: -0.915, SM: 0.817
Layer 7 - M²: 0.909, SM: 0.878
Layer 8 - M²: -0.908, SM: 0.558
Layer 9 - M²: -0.896, SM: 0.361
Layer 10 - M²: 0.861, SM: 0.202
Layer 11 - M²: 0.870, SM: 0.224
Layer 12 - M²: 0.843, SM: 0.460
Layer 13 - M²: 0.822, SM: 0.480
Layer 14 - M²: -0.829, SM: 0.635
Layer 15 - M²: 0.550, SM: 0.861
