The token has not been saved to the git credentials helper. Pass `add_to_git_credential=True` in this function directly or `--add-to-git-credential` if using via `huggingface-cli` if you want to set the git credential as well.
Token is valid (permission: read).
Your token has been saved to /home/bhaskar_mukhoty/.cache/huggingface/token
Login successful
Layer 0 - PCA Explained Variance: nan
Layer 1 - PCA Explained Variance: 0.142
Layer 2 - PCA Explained Variance: 0.165
Layer 3 - PCA Explained Variance: 0.194
Layer 4 - PCA Explained Variance: 0.270
Layer 5 - PCA Explained Variance: 0.264
Layer 6 - PCA Explained Variance: 0.273
Layer 7 - PCA Explained Variance: 0.269
Layer 8 - PCA Explained Variance: 0.292
Layer 9 - PCA Explained Variance: 0.287
Layer 10 - PCA Explained Variance: 0.266
Layer 11 - PCA Explained Variance: 0.264
Layer 12 - PCA Explained Variance: 0.225
Layer 13 - PCA Explained Variance: 0.205
Layer 14 - PCA Explained Variance: 0.186
Layer 15 - PCA Explained Variance: 0.177
Layer 16 - PCA Explained Variance: 0.176
Layer 17 - PCA Explained Variance: 0.176
Layer 18 - PCA Explained Variance: 0.175
Layer 19 - PCA Explained Variance: 0.197
Layer 20 - PCA Explained Variance: 0.210
Layer 21 - PCA Explained Variance: 0.229
Layer 22 - PCA Explained Variance: 0.229
Layer 23 - PCA Explained Variance: 0.232
Layer 24 - PCA Explained Variance: 0.234
Layer 25 - PCA Explained Variance: 0.237
Layer 26 - PCA Explained Variance: 0.239
Layer 27 - PCA Explained Variance: 0.238
Layer 28 - PCA Explained Variance: 0.234
Layer 29 - PCA Explained Variance: 0.230
Layer 30 - PCA Explained Variance: 0.221
Layer 31 - PCA Explained Variance: 0.184
Layer 0 - M²: nan, SM: 1.000
Layer 1 - M²: 0.224, SM: 0.334
Layer 2 - M²: 0.875, SM: 0.711
Layer 3 - M²: 0.932, SM: 0.919
Layer 4 - M²: 0.961, SM: 0.533
Layer 5 - M²: 0.954, SM: 0.593
Layer 6 - M²: 0.935, SM: 0.555
Layer 7 - M²: -0.934, SM: 0.564
Layer 8 - M²: 0.931, SM: 0.547
Layer 9 - M²: 0.942, SM: 0.630
Layer 10 - M²: 0.940, SM: 0.661
Layer 11 - M²: 0.947, SM: 0.656
Layer 12 - M²: 0.950, SM: 0.682
Layer 13 - M²: 0.946, SM: 0.688
Layer 14 - M²: 0.897, SM: 0.591
Layer 15 - M²: 0.898, SM: 0.615
Layer 16 - M²: 0.894, SM: 0.690
Layer 17 - M²: 0.883, SM: 0.754
Layer 18 - M²: 0.868, SM: 0.799
Layer 19 - M²: 0.831, SM: 0.729
Layer 20 - M²: 0.839, SM: 0.734
Layer 21 - M²: -0.840, SM: 0.728
Layer 22 - M²: -0.844, SM: 0.747
Layer 23 - M²: -0.846, SM: 0.778
Layer 24 - M²: -0.838, SM: 0.795
Layer 25 - M²: -0.835, SM: 0.833
Layer 26 - M²: -0.829, SM: 0.865
Layer 27 - M²: -0.827, SM: 0.910
Layer 28 - M²: -0.827, SM: 0.941
Layer 29 - M²: -0.826, SM: 0.981
Layer 30 - M²: -0.829, SM: 1.013
Layer 31 - M²: -0.812, SM: 0.814
