The token has not been saved to the git credentials helper. Pass `add_to_git_credential=True` in this function directly or `--add-to-git-credential` if using via `huggingface-cli` if you want to set the git credential as well.
Token is valid (permission: read).
Your token has been saved to /home/bhaskar_mukhoty/.cache/huggingface/token
Login successful
Layer 0 - PCA Explained Variance: 1.000
Layer 1 - PCA Explained Variance: 0.137
Layer 2 - PCA Explained Variance: 0.208
Layer 3 - PCA Explained Variance: 0.175
Layer 4 - PCA Explained Variance: 0.161
Layer 5 - PCA Explained Variance: 0.154
Layer 6 - PCA Explained Variance: 0.170
Layer 7 - PCA Explained Variance: 0.184
Layer 8 - PCA Explained Variance: 0.193
Layer 9 - PCA Explained Variance: 0.198
Layer 10 - PCA Explained Variance: 0.219
Layer 11 - PCA Explained Variance: 0.231
Layer 12 - PCA Explained Variance: 0.256
Layer 13 - PCA Explained Variance: 0.256
Layer 14 - PCA Explained Variance: 0.272
Layer 15 - PCA Explained Variance: 0.277
Layer 16 - PCA Explained Variance: 0.295
Layer 17 - PCA Explained Variance: 0.311
Layer 18 - PCA Explained Variance: 0.322
Layer 19 - PCA Explained Variance: 0.311
Layer 20 - PCA Explained Variance: 0.299
Layer 21 - PCA Explained Variance: 0.280
Layer 22 - PCA Explained Variance: 0.261
Layer 23 - PCA Explained Variance: 0.247
Layer 24 - PCA Explained Variance: 0.223
Layer 25 - PCA Explained Variance: 0.197
Layer 26 - PCA Explained Variance: 0.193
Layer 27 - PCA Explained Variance: 0.173
Layer 28 - PCA Explained Variance: 0.171
Layer 29 - PCA Explained Variance: 0.165
Layer 30 - PCA Explained Variance: 0.161
Layer 31 - PCA Explained Variance: 0.153
Layer 32 - PCA Explained Variance: 0.147
Layer 33 - PCA Explained Variance: 0.140
Layer 34 - PCA Explained Variance: 0.140
Layer 35 - PCA Explained Variance: 0.136
Layer 0 - M²: -0.831, SM: 5396.218
Layer 1 - M²: -0.541, SM: 1.729
Layer 2 - M²: 0.243, SM: 0.632
Layer 3 - M²: 0.109, SM: 0.257
Layer 4 - M²: 0.232, SM: 0.236
Layer 5 - M²: -0.450, SM: 0.597
Layer 6 - M²: 0.805, SM: 0.826
Layer 7 - M²: -0.842, SM: 0.668
Layer 8 - M²: -0.850, SM: 0.563
Layer 9 - M²: 0.861, SM: 0.527
Layer 10 - M²: 0.882, SM: 0.461
Layer 11 - M²: 0.902, SM: 0.443
Layer 12 - M²: 0.908, SM: 0.479
Layer 13 - M²: -0.922, SM: 0.514
Layer 14 - M²: -0.944, SM: 0.601
Layer 15 - M²: -0.945, SM: 0.553
Layer 16 - M²: -0.946, SM: 0.546
Layer 17 - M²: -0.950, SM: 0.564
Layer 18 - M²: -0.952, SM: 0.596
Layer 19 - M²: -0.952, SM: 0.597
Layer 20 - M²: -0.949, SM: 0.564
Layer 21 - M²: 0.945, SM: 0.585
Layer 22 - M²: -0.937, SM: 0.582
Layer 23 - M²: -0.930, SM: 0.523
Layer 24 - M²: -0.919, SM: 0.468
Layer 25 - M²: 0.905, SM: 0.475
Layer 26 - M²: 0.899, SM: 0.466
Layer 27 - M²: 0.885, SM: 0.375
Layer 28 - M²: -0.880, SM: 0.312
Layer 29 - M²: 0.877, SM: 0.335
Layer 30 - M²: 0.868, SM: 0.345
Layer 31 - M²: 0.859, SM: 0.359
Layer 32 - M²: 0.841, SM: 0.191
Layer 33 - M²: 0.831, SM: 0.382
Layer 34 - M²: -0.825, SM: 0.528
Layer 35 - M²: 0.816, SM: 1.083
