The token has not been saved to the git credentials helper. Pass `add_to_git_credential=True` in this function directly or `--add-to-git-credential` if using via `huggingface-cli` if you want to set the git credential as well.
Token is valid (permission: read).
Your token has been saved to /home/bhaskar_mukhoty/.cache/huggingface/token
Login successful
Layer 0 - PCA Explained Variance: 0.465
Layer 1 - PCA Explained Variance: 0.119
Layer 2 - PCA Explained Variance: 0.129
Layer 3 - PCA Explained Variance: 0.189
Layer 4 - PCA Explained Variance: 0.220
Layer 5 - PCA Explained Variance: 0.246
Layer 6 - PCA Explained Variance: 0.243
Layer 7 - PCA Explained Variance: 0.226
Layer 8 - PCA Explained Variance: 0.213
Layer 9 - PCA Explained Variance: 0.190
Layer 10 - PCA Explained Variance: 0.182
Layer 11 - PCA Explained Variance: 0.167
Layer 12 - PCA Explained Variance: 0.161
Layer 13 - PCA Explained Variance: 0.159
Layer 14 - PCA Explained Variance: 0.155
Layer 15 - PCA Explained Variance: 0.148
Layer 16 - PCA Explained Variance: 0.145
Layer 17 - PCA Explained Variance: 0.151
Layer 18 - PCA Explained Variance: 0.161
Layer 19 - PCA Explained Variance: 0.163
Layer 20 - PCA Explained Variance: 0.162
Layer 21 - PCA Explained Variance: 0.162
Layer 22 - PCA Explained Variance: 0.162
Layer 23 - PCA Explained Variance: 0.155
Layer 24 - PCA Explained Variance: 0.145
Layer 25 - PCA Explained Variance: 0.140
Layer 26 - PCA Explained Variance: 0.136
Layer 27 - PCA Explained Variance: 0.124
Layer 28 - PCA Explained Variance: 0.115
Layer 29 - PCA Explained Variance: 0.111
Layer 30 - PCA Explained Variance: 0.110
Layer 31 - PCA Explained Variance: 0.108
Layer 32 - PCA Explained Variance: 0.110
Layer 33 - PCA Explained Variance: 0.118
Layer 34 - PCA Explained Variance: 0.164
Layer 35 - PCA Explained Variance: 0.270
Layer 0 - M²: -0.060, SM: 0.810
Layer 1 - M²: 0.089, SM: 0.831
Layer 2 - M²: 0.086, SM: 1.228
Layer 3 - M²: 0.201, SM: 1.054
Layer 4 - M²: 0.174, SM: 1.138
Layer 5 - M²: 0.154, SM: 1.164
Layer 6 - M²: 0.160, SM: 1.246
Layer 7 - M²: -0.172, SM: 1.188
Layer 8 - M²: -0.222, SM: 0.950
Layer 9 - M²: 0.314, SM: 0.788
Layer 10 - M²: 0.376, SM: 0.720
Layer 11 - M²: 0.429, SM: 0.666
Layer 12 - M²: 0.461, SM: 0.673
Layer 13 - M²: 0.452, SM: 0.685
Layer 14 - M²: 0.601, SM: 0.609
Layer 15 - M²: 0.656, SM: 0.593
Layer 16 - M²: -0.743, SM: 0.516
Layer 17 - M²: -0.783, SM: 0.494
Layer 18 - M²: -0.754, SM: 0.493
Layer 19 - M²: 0.732, SM: 0.515
Layer 20 - M²: -0.723, SM: 0.498
Layer 21 - M²: -0.698, SM: 0.480
Layer 22 - M²: -0.668, SM: 0.464
Layer 23 - M²: 0.647, SM: 0.461
Layer 24 - M²: -0.638, SM: 0.440
Layer 25 - M²: 0.621, SM: 0.432
Layer 26 - M²: 0.599, SM: 0.431
Layer 27 - M²: 0.572, SM: 0.442
Layer 28 - M²: 0.542, SM: 0.430
Layer 29 - M²: 0.526, SM: 0.422
Layer 30 - M²: 0.490, SM: 0.439
Layer 31 - M²: 0.491, SM: 0.427
Layer 32 - M²: 0.443, SM: 0.429
Layer 33 - M²: 0.328, SM: 0.481
Layer 34 - M²: 0.263, SM: 0.688
Layer 35 - M²: 0.240, SM: 0.678
