The token has not been saved to the git credentials helper. Pass `add_to_git_credential=True` in this function directly or `--add-to-git-credential` if using via `huggingface-cli` if you want to set the git credential as well.
Token is valid (permission: read).
Your token has been saved to /home/bhaskar_mukhoty/.cache/huggingface/token
Login successful
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:  50%|█████     | 1/2 [00:01<00:01,  1.53s/it]Loading checkpoint shards: 100%|██████████| 2/2 [00:02<00:00,  1.07s/it]Loading checkpoint shards: 100%|██████████| 2/2 [00:02<00:00,  1.14s/it]
Layer 0 - PCA Explained Variance: nan
Layer 1 - PCA Explained Variance: 0.141
Layer 2 - PCA Explained Variance: 0.174
Layer 3 - PCA Explained Variance: 0.192
Layer 4 - PCA Explained Variance: 0.182
Layer 5 - PCA Explained Variance: 0.190
Layer 6 - PCA Explained Variance: 0.206
Layer 7 - PCA Explained Variance: 0.199
Layer 8 - PCA Explained Variance: 0.182
Layer 9 - PCA Explained Variance: 0.182
Layer 10 - PCA Explained Variance: 0.195
Layer 11 - PCA Explained Variance: 0.191
Layer 12 - PCA Explained Variance: 0.173
Layer 13 - PCA Explained Variance: 0.175
Layer 14 - PCA Explained Variance: 0.219
Layer 15 - PCA Explained Variance: 0.175
Layer 16 - PCA Explained Variance: 0.174
Layer 17 - PCA Explained Variance: 0.174
Layer 18 - PCA Explained Variance: 0.169
Layer 19 - PCA Explained Variance: 0.159
Layer 20 - PCA Explained Variance: 0.131
Layer 21 - PCA Explained Variance: 0.113
Layer 22 - PCA Explained Variance: 0.104
Layer 23 - PCA Explained Variance: 0.100
Layer 24 - PCA Explained Variance: 0.098
Layer 25 - PCA Explained Variance: 0.097
Layer 26 - PCA Explained Variance: 0.094
Layer 27 - PCA Explained Variance: 0.090
Layer 28 - PCA Explained Variance: 0.093
Layer 29 - PCA Explained Variance: 0.087
Layer 30 - PCA Explained Variance: 0.088
Layer 31 - PCA Explained Variance: 0.089
Layer 0 - M²: nan, SM: 1.000
Layer 1 - M²: -0.840, SM: 1.056
Layer 2 - M²: -0.943, SM: 0.463
Layer 3 - M²: -0.943, SM: 0.507
Layer 4 - M²: -0.915, SM: 0.353
Layer 5 - M²: -0.918, SM: 0.400
Layer 6 - M²: -0.909, SM: 0.423
Layer 7 - M²: -0.913, SM: 0.444
Layer 8 - M²: -0.919, SM: 0.489
Layer 9 - M²: -0.907, SM: 0.524
Layer 10 - M²: -0.872, SM: 0.603
Layer 11 - M²: -0.856, SM: 0.598
Layer 12 - M²: -0.888, SM: 0.571
Layer 13 - M²: -0.882, SM: 0.585
Layer 14 - M²: -0.856, SM: 0.765
Layer 15 - M²: -0.874, SM: 0.693
Layer 16 - M²: -0.886, SM: 0.617
Layer 17 - M²: -0.893, SM: 0.578
Layer 18 - M²: -0.907, SM: 0.544
Layer 19 - M²: -0.900, SM: 0.517
Layer 20 - M²: -0.878, SM: 0.459
Layer 21 - M²: -0.864, SM: 0.430
Layer 22 - M²: -0.829, SM: 0.392
Layer 23 - M²: -0.791, SM: 0.393
Layer 24 - M²: -0.773, SM: 0.391
Layer 25 - M²: -0.760, SM: 0.385
Layer 26 - M²: -0.757, SM: 0.384
Layer 27 - M²: -0.692, SM: 0.337
Layer 28 - M²: -0.602, SM: 0.285
Layer 29 - M²: -0.539, SM: 0.243
Layer 30 - M²: -0.507, SM: 0.228
Layer 31 - M²: 0.358, SM: 0.109
