The token has not been saved to the git credentials helper. Pass `add_to_git_credential=True` in this function directly or `--add-to-git-credential` if using via `huggingface-cli` if you want to set the git credential as well.
Token is valid (permission: read).
Your token has been saved to /home/bhaskar_mukhoty/.cache/huggingface/token
Login successful
Layer 0 - PCA Explained Variance: nan
Layer 1 - PCA Explained Variance: 0.323
Layer 2 - PCA Explained Variance: 0.300
Layer 3 - PCA Explained Variance: 0.336
Layer 4 - PCA Explained Variance: 0.342
Layer 5 - PCA Explained Variance: 0.240
Layer 6 - PCA Explained Variance: 0.343
Layer 7 - PCA Explained Variance: 0.314
Layer 8 - PCA Explained Variance: 0.217
Layer 9 - PCA Explained Variance: 0.189
Layer 10 - PCA Explained Variance: 0.172
Layer 11 - PCA Explained Variance: 0.145
Layer 12 - PCA Explained Variance: 0.143
Layer 13 - PCA Explained Variance: 0.146
Layer 14 - PCA Explained Variance: 0.161
Layer 15 - PCA Explained Variance: 0.169
Layer 0 - M²: nan, SM: 1.000
Layer 1 - M²: 0.156, SM: 0.648
Layer 2 - M²: -0.908, SM: 1.870
Layer 3 - M²: 0.959, SM: 1.070
Layer 4 - M²: 0.936, SM: 1.453
Layer 5 - M²: 0.884, SM: 0.927
Layer 6 - M²: -0.925, SM: 1.437
Layer 7 - M²: 0.933, SM: 1.426
Layer 8 - M²: 0.904, SM: 0.902
Layer 9 - M²: 0.679, SM: 0.448
Layer 10 - M²: 0.881, SM: 0.242
Layer 11 - M²: 0.572, SM: 0.442
Layer 12 - M²: 0.782, SM: 0.320
Layer 13 - M²: 0.729, SM: 0.774
Layer 14 - M²: 0.736, SM: 0.680
Layer 15 - M²: 0.402, SM: 2.427
