The token has not been saved to the git credentials helper. Pass `add_to_git_credential=True` in this function directly or `--add-to-git-credential` if using via `huggingface-cli` if you want to set the git credential as well.
Token is valid (permission: read).
Your token has been saved to /home/bhaskar_mukhoty/.cache/huggingface/token
Login successful
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:  50%|█████     | 1/2 [00:01<00:01,  1.46s/it]Loading checkpoint shards: 100%|██████████| 2/2 [00:02<00:00,  1.08it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:02<00:00,  1.01s/it]
Layer 0 - PCA Explained Variance: nan
Layer 1 - PCA Explained Variance: 0.340
Layer 2 - PCA Explained Variance: 0.461
Layer 3 - PCA Explained Variance: 0.598
Layer 4 - PCA Explained Variance: 0.595
Layer 5 - PCA Explained Variance: 0.393
Layer 6 - PCA Explained Variance: 0.335
Layer 7 - PCA Explained Variance: 0.314
Layer 8 - PCA Explained Variance: 0.273
Layer 9 - PCA Explained Variance: 0.263
Layer 10 - PCA Explained Variance: 0.247
Layer 11 - PCA Explained Variance: 0.239
Layer 12 - PCA Explained Variance: 0.208
Layer 13 - PCA Explained Variance: 0.202
Layer 14 - PCA Explained Variance: 0.188
Layer 15 - PCA Explained Variance: 0.179
Layer 16 - PCA Explained Variance: 0.190
Layer 17 - PCA Explained Variance: 0.189
Layer 18 - PCA Explained Variance: 0.173
Layer 19 - PCA Explained Variance: 0.170
Layer 20 - PCA Explained Variance: 0.226
Layer 21 - PCA Explained Variance: 0.218
Layer 22 - PCA Explained Variance: 0.223
Layer 23 - PCA Explained Variance: 0.218
Layer 24 - PCA Explained Variance: 0.215
Layer 25 - PCA Explained Variance: 0.217
Layer 26 - PCA Explained Variance: 0.225
Layer 27 - PCA Explained Variance: 0.217
Layer 28 - PCA Explained Variance: 0.211
Layer 29 - PCA Explained Variance: 0.242
Layer 30 - PCA Explained Variance: 0.251
Layer 31 - PCA Explained Variance: 0.240
Layer 0 - M²: nan, SM: 1.000
Layer 1 - M²: 0.904, SM: 0.931
Layer 2 - M²: 0.954, SM: 0.864
Layer 3 - M²: -0.980, SM: 0.904
Layer 4 - M²: 0.987, SM: 0.963
Layer 5 - M²: 0.966, SM: 0.795
Layer 6 - M²: -0.952, SM: 1.305
Layer 7 - M²: -0.923, SM: 1.300
Layer 8 - M²: -0.934, SM: 0.959
Layer 9 - M²: -0.907, SM: 1.126
Layer 10 - M²: 0.917, SM: 0.916
Layer 11 - M²: 0.935, SM: 0.652
Layer 12 - M²: 0.937, SM: 0.627
Layer 13 - M²: 0.936, SM: 0.545
Layer 14 - M²: 0.928, SM: 0.489
Layer 15 - M²: 0.875, SM: 0.333
Layer 16 - M²: 0.900, SM: 0.429
Layer 17 - M²: 0.852, SM: 0.384
Layer 18 - M²: 0.812, SM: 0.352
Layer 19 - M²: 0.753, SM: 0.366
Layer 20 - M²: 0.404, SM: 0.398
Layer 21 - M²: 0.441, SM: 0.313
Layer 22 - M²: 0.395, SM: 0.325
Layer 23 - M²: 0.420, SM: 0.221
Layer 24 - M²: 0.490, SM: 0.146
Layer 25 - M²: 0.519, SM: 0.227
Layer 26 - M²: 0.492, SM: 0.175
Layer 27 - M²: 0.521, SM: 0.255
Layer 28 - M²: 0.501, SM: 0.277
Layer 29 - M²: 0.238, SM: 0.348
Layer 30 - M²: 0.291, SM: 0.283
Layer 31 - M²: -0.274, SM: 0.233
