The token has not been saved to the git credentials helper. Pass `add_to_git_credential=True` in this function directly or `--add-to-git-credential` if using via `huggingface-cli` if you want to set the git credential as well.
Token is valid (permission: read).
Your token has been saved to /home/bhaskar_mukhoty/.cache/huggingface/token
Login successful
Loading checkpoint shards:   0%|          | 0/4 [00:00<?, ?it/s]Loading checkpoint shards:  25%|██▌       | 1/4 [00:00<00:02,  1.30it/s]Loading checkpoint shards:  50%|█████     | 2/4 [00:01<00:01,  1.29it/s]Loading checkpoint shards:  75%|███████▌  | 3/4 [00:02<00:00,  1.32it/s]Loading checkpoint shards: 100%|██████████| 4/4 [00:02<00:00,  1.80it/s]Loading checkpoint shards: 100%|██████████| 4/4 [00:02<00:00,  1.58it/s]
Layer 0 - PCA Explained Variance: nan
Layer 1 - PCA Explained Variance: 0.184
Layer 2 - PCA Explained Variance: 0.158
Layer 3 - PCA Explained Variance: 0.140
Layer 4 - PCA Explained Variance: 0.126
Layer 5 - PCA Explained Variance: 0.121
Layer 6 - PCA Explained Variance: 0.128
Layer 7 - PCA Explained Variance: 0.130
Layer 8 - PCA Explained Variance: 0.130
Layer 9 - PCA Explained Variance: 0.125
Layer 10 - PCA Explained Variance: 0.137
Layer 11 - PCA Explained Variance: 0.126
Layer 12 - PCA Explained Variance: 0.125
Layer 13 - PCA Explained Variance: 0.126
Layer 14 - PCA Explained Variance: 0.126
Layer 15 - PCA Explained Variance: 0.139
Layer 16 - PCA Explained Variance: 0.127
Layer 17 - PCA Explained Variance: 0.122
Layer 18 - PCA Explained Variance: 0.114
Layer 19 - PCA Explained Variance: 0.118
Layer 20 - PCA Explained Variance: 0.110
Layer 21 - PCA Explained Variance: 0.107
Layer 22 - PCA Explained Variance: 0.108
Layer 23 - PCA Explained Variance: 0.103
Layer 24 - PCA Explained Variance: 0.104
Layer 25 - PCA Explained Variance: 0.096
Layer 26 - PCA Explained Variance: 0.092
Layer 27 - PCA Explained Variance: 0.093
Layer 28 - PCA Explained Variance: 0.083
Layer 29 - PCA Explained Variance: 0.091
Layer 30 - PCA Explained Variance: 0.084
Layer 31 - PCA Explained Variance: 0.080
Layer 0 - M²: nan, SM: 1.000
Layer 1 - M²: 0.599, SM: 0.403
Layer 2 - M²: 0.908, SM: 0.375
Layer 3 - M²: 0.918, SM: 0.450
Layer 4 - M²: 0.914, SM: 0.401
Layer 5 - M²: 0.913, SM: 0.427
Layer 6 - M²: 0.888, SM: 0.483
Layer 7 - M²: 0.878, SM: 0.438
Layer 8 - M²: -0.905, SM: 0.466
Layer 9 - M²: -0.881, SM: 0.394
Layer 10 - M²: -0.858, SM: 0.356
Layer 11 - M²: -0.850, SM: 0.378
Layer 12 - M²: -0.809, SM: 0.350
Layer 13 - M²: -0.831, SM: 0.396
Layer 14 - M²: -0.763, SM: 0.349
Layer 15 - M²: -0.848, SM: 0.396
Layer 16 - M²: -0.814, SM: 0.351
Layer 17 - M²: -0.809, SM: 0.375
Layer 18 - M²: -0.821, SM: 0.412
Layer 19 - M²: -0.842, SM: 0.431
Layer 20 - M²: -0.797, SM: 0.426
Layer 21 - M²: -0.796, SM: 0.417
Layer 22 - M²: -0.786, SM: 0.394
Layer 23 - M²: -0.757, SM: 0.394
Layer 24 - M²: -0.714, SM: 0.394
Layer 25 - M²: -0.710, SM: 0.401
Layer 26 - M²: -0.715, SM: 0.381
Layer 27 - M²: -0.704, SM: 0.374
Layer 28 - M²: -0.672, SM: 0.400
Layer 29 - M²: -0.598, SM: 0.433
Layer 30 - M²: -0.618, SM: 0.407
Layer 31 - M²: -0.633, SM: 0.336
