The token has not been saved to the git credentials helper. Pass `add_to_git_credential=True` in this function directly or `--add-to-git-credential` if using via `huggingface-cli` if you want to set the git credential as well.
Token is valid (permission: read).
Your token has been saved to /home/bhaskar_mukhoty/.cache/huggingface/token
Login successful
Layer 0 - PCA Explained Variance: nan
Layer 1 - PCA Explained Variance: 0.168
Layer 2 - PCA Explained Variance: 0.155
Layer 3 - PCA Explained Variance: 0.135
Layer 4 - PCA Explained Variance: 0.151
Layer 5 - PCA Explained Variance: 0.140
Layer 6 - PCA Explained Variance: 0.150
Layer 7 - PCA Explained Variance: 0.139
Layer 8 - PCA Explained Variance: 0.130
Layer 9 - PCA Explained Variance: 0.151
Layer 10 - PCA Explained Variance: 0.118
Layer 11 - PCA Explained Variance: 0.112
Layer 12 - PCA Explained Variance: 0.103
Layer 13 - PCA Explained Variance: 0.101
Layer 14 - PCA Explained Variance: 0.105
Layer 15 - PCA Explained Variance: 0.098
Layer 0 - M²: nan, SM: 1.000
Layer 1 - M²: 0.638, SM: 0.533
Layer 2 - M²: -0.861, SM: 0.439
Layer 3 - M²: -0.609, SM: 0.298
Layer 4 - M²: -0.841, SM: 0.314
Layer 5 - M²: -0.855, SM: 0.337
Layer 6 - M²: -0.864, SM: 0.328
Layer 7 - M²: -0.884, SM: 0.378
Layer 8 - M²: 0.899, SM: 0.459
Layer 9 - M²: -0.908, SM: 0.464
Layer 10 - M²: 0.906, SM: 0.447
Layer 11 - M²: 0.889, SM: 0.552
Layer 12 - M²: 0.875, SM: 0.385
Layer 13 - M²: 0.805, SM: 0.254
Layer 14 - M²: 0.707, SM: 0.124
Layer 15 - M²: -0.585, SM: 0.256
