The token has not been saved to the git credentials helper. Pass `add_to_git_credential=True` in this function directly or `--add-to-git-credential` if using via `huggingface-cli` if you want to set the git credential as well.
Token is valid (permission: read).
Your token has been saved to /home/bhaskar_mukhoty/.cache/huggingface/token
Login successful
Loading checkpoint shards:   0%|          | 0/4 [00:00<?, ?it/s]Loading checkpoint shards:  25%|██▌       | 1/4 [00:00<00:02,  1.28it/s]Loading checkpoint shards:  50%|█████     | 2/4 [00:01<00:01,  1.28it/s]Loading checkpoint shards:  75%|███████▌  | 3/4 [00:02<00:00,  1.31it/s]Loading checkpoint shards: 100%|██████████| 4/4 [00:02<00:00,  1.79it/s]Loading checkpoint shards: 100%|██████████| 4/4 [00:02<00:00,  1.57it/s]
Layer 0 - PCA Explained Variance: nan
Layer 1 - PCA Explained Variance: 0.464
Layer 2 - PCA Explained Variance: 0.283
Layer 3 - PCA Explained Variance: 0.366
Layer 4 - PCA Explained Variance: 0.376
Layer 5 - PCA Explained Variance: 0.311
Layer 6 - PCA Explained Variance: 0.329
Layer 7 - PCA Explained Variance: 0.291
Layer 8 - PCA Explained Variance: 0.261
Layer 9 - PCA Explained Variance: 0.275
Layer 10 - PCA Explained Variance: 0.264
Layer 11 - PCA Explained Variance: 0.236
Layer 12 - PCA Explained Variance: 0.219
Layer 13 - PCA Explained Variance: 0.216
Layer 14 - PCA Explained Variance: 0.211
Layer 15 - PCA Explained Variance: 0.219
Layer 16 - PCA Explained Variance: 0.210
Layer 17 - PCA Explained Variance: 0.207
Layer 18 - PCA Explained Variance: 0.199
Layer 19 - PCA Explained Variance: 0.171
Layer 20 - PCA Explained Variance: 0.177
Layer 21 - PCA Explained Variance: 0.167
Layer 22 - PCA Explained Variance: 0.164
Layer 23 - PCA Explained Variance: 0.154
Layer 24 - PCA Explained Variance: 0.159
Layer 25 - PCA Explained Variance: 0.159
Layer 26 - PCA Explained Variance: 0.153
Layer 27 - PCA Explained Variance: 0.153
Layer 28 - PCA Explained Variance: 0.164
Layer 29 - PCA Explained Variance: 0.153
Layer 30 - PCA Explained Variance: 0.137
Layer 31 - PCA Explained Variance: 0.139
Layer 0 - M²: nan, SM: 1.000
Layer 1 - M²: 0.432, SM: 1.176
Layer 2 - M²: 0.868, SM: 1.245
Layer 3 - M²: 0.879, SM: 0.805
Layer 4 - M²: -0.932, SM: 1.016
Layer 5 - M²: -0.928, SM: 0.824
Layer 6 - M²: -0.929, SM: 1.205
Layer 7 - M²: -0.910, SM: 0.913
Layer 8 - M²: -0.876, SM: 0.220
Layer 9 - M²: 0.879, SM: 0.387
Layer 10 - M²: 0.879, SM: 0.549
Layer 11 - M²: -0.863, SM: 0.717
Layer 12 - M²: 0.847, SM: 0.719
Layer 13 - M²: 0.860, SM: 0.509
Layer 14 - M²: 0.857, SM: 0.481
Layer 15 - M²: 0.880, SM: 0.407
Layer 16 - M²: 0.901, SM: 0.611
Layer 17 - M²: 0.896, SM: 0.583
Layer 18 - M²: 0.901, SM: 0.600
Layer 19 - M²: 0.889, SM: 0.586
Layer 20 - M²: -0.883, SM: 0.686
Layer 21 - M²: -0.865, SM: 0.714
Layer 22 - M²: 0.866, SM: 0.617
Layer 23 - M²: -0.846, SM: 0.626
Layer 24 - M²: -0.850, SM: 0.851
Layer 25 - M²: -0.854, SM: 1.081
Layer 26 - M²: -0.855, SM: 0.998
Layer 27 - M²: -0.819, SM: 0.689
Layer 28 - M²: 0.773, SM: 0.783
Layer 29 - M²: 0.695, SM: 0.789
Layer 30 - M²: 0.715, SM: 0.804
Layer 31 - M²: -0.746, SM: 0.899
