The token has not been saved to the git credentials helper. Pass `add_to_git_credential=True` in this function directly or `--add-to-git-credential` if using via `huggingface-cli` if you want to set the git credential as well.
Token is valid (permission: read).
Your token has been saved to /home/bhaskar_mukhoty/.cache/huggingface/token
Login successful
Layer 0 - PCA Explained Variance: 1.000
Layer 1 - PCA Explained Variance: 0.137
Layer 2 - PCA Explained Variance: 0.212
Layer 3 - PCA Explained Variance: 0.219
Layer 4 - PCA Explained Variance: 0.196
Layer 5 - PCA Explained Variance: 0.183
Layer 6 - PCA Explained Variance: 0.173
Layer 7 - PCA Explained Variance: 0.165
Layer 8 - PCA Explained Variance: 0.166
Layer 9 - PCA Explained Variance: 0.172
Layer 10 - PCA Explained Variance: 0.193
Layer 11 - PCA Explained Variance: 0.205
Layer 12 - PCA Explained Variance: 0.220
Layer 13 - PCA Explained Variance: 0.222
Layer 14 - PCA Explained Variance: 0.242
Layer 15 - PCA Explained Variance: 0.254
Layer 16 - PCA Explained Variance: 0.274
Layer 17 - PCA Explained Variance: 0.287
Layer 18 - PCA Explained Variance: 0.285
Layer 19 - PCA Explained Variance: 0.276
Layer 20 - PCA Explained Variance: 0.264
Layer 21 - PCA Explained Variance: 0.232
Layer 22 - PCA Explained Variance: 0.213
Layer 23 - PCA Explained Variance: 0.202
Layer 24 - PCA Explained Variance: 0.186
Layer 25 - PCA Explained Variance: 0.171
Layer 26 - PCA Explained Variance: 0.165
Layer 27 - PCA Explained Variance: 0.153
Layer 28 - PCA Explained Variance: 0.153
Layer 29 - PCA Explained Variance: 0.152
Layer 30 - PCA Explained Variance: 0.150
Layer 31 - PCA Explained Variance: 0.148
Layer 32 - PCA Explained Variance: 0.144
Layer 33 - PCA Explained Variance: 0.138
Layer 34 - PCA Explained Variance: 0.138
Layer 35 - PCA Explained Variance: 0.131
Layer 0 - M²: 0.794, SM: 5890.012
Layer 1 - M²: -0.286, SM: 0.259
Layer 2 - M²: -0.166, SM: 0.253
Layer 3 - M²: -0.310, SM: 0.487
Layer 4 - M²: -0.340, SM: 0.570
Layer 5 - M²: -0.462, SM: 0.567
Layer 6 - M²: -0.591, SM: 0.612
Layer 7 - M²: 0.712, SM: 0.612
Layer 8 - M²: 0.761, SM: 0.591
Layer 9 - M²: 0.749, SM: 0.567
Layer 10 - M²: 0.838, SM: 0.588
Layer 11 - M²: 0.895, SM: 0.559
Layer 12 - M²: 0.925, SM: 0.566
Layer 13 - M²: 0.943, SM: 0.588
Layer 14 - M²: -0.936, SM: 0.626
Layer 15 - M²: 0.943, SM: 0.594
Layer 16 - M²: -0.951, SM: 0.558
Layer 17 - M²: -0.958, SM: 0.576
Layer 18 - M²: 0.961, SM: 0.605
Layer 19 - M²: 0.959, SM: 0.613
Layer 20 - M²: 0.962, SM: 0.626
Layer 21 - M²: 0.956, SM: 0.626
Layer 22 - M²: 0.948, SM: 0.616
Layer 23 - M²: 0.937, SM: 0.535
Layer 24 - M²: -0.901, SM: 0.429
Layer 25 - M²: 0.857, SM: 0.370
Layer 26 - M²: 0.832, SM: 0.302
Layer 27 - M²: 0.799, SM: 0.106
Layer 28 - M²: -0.789, SM: 0.162
Layer 29 - M²: 0.777, SM: 0.162
Layer 30 - M²: 0.769, SM: 0.164
Layer 31 - M²: -0.753, SM: 0.286
Layer 32 - M²: -0.743, SM: 0.477
Layer 33 - M²: -0.728, SM: 0.620
Layer 34 - M²: -0.729, SM: 0.562
Layer 35 - M²: -0.733, SM: 0.532
