The token has not been saved to the git credentials helper. Pass `add_to_git_credential=True` in this function directly or `--add-to-git-credential` if using via `huggingface-cli` if you want to set the git credential as well.
Token is valid (permission: read).
Your token has been saved to /home/bhaskar_mukhoty/.cache/huggingface/token
Login successful
Layer 0 - PCA Explained Variance: nan
Layer 1 - PCA Explained Variance: 0.137
Layer 2 - PCA Explained Variance: 0.151
Layer 3 - PCA Explained Variance: 0.188
Layer 4 - PCA Explained Variance: 0.258
Layer 5 - PCA Explained Variance: 0.257
Layer 6 - PCA Explained Variance: 0.268
Layer 7 - PCA Explained Variance: 0.266
Layer 8 - PCA Explained Variance: 0.293
Layer 9 - PCA Explained Variance: 0.284
Layer 10 - PCA Explained Variance: 0.269
Layer 11 - PCA Explained Variance: 0.260
Layer 12 - PCA Explained Variance: 0.215
Layer 13 - PCA Explained Variance: 0.191
Layer 14 - PCA Explained Variance: 0.172
Layer 15 - PCA Explained Variance: 0.166
Layer 16 - PCA Explained Variance: 0.162
Layer 17 - PCA Explained Variance: 0.161
Layer 18 - PCA Explained Variance: 0.159
Layer 19 - PCA Explained Variance: 0.167
Layer 20 - PCA Explained Variance: 0.171
Layer 21 - PCA Explained Variance: 0.177
Layer 22 - PCA Explained Variance: 0.176
Layer 23 - PCA Explained Variance: 0.177
Layer 24 - PCA Explained Variance: 0.180
Layer 25 - PCA Explained Variance: 0.181
Layer 26 - PCA Explained Variance: 0.181
Layer 27 - PCA Explained Variance: 0.180
Layer 28 - PCA Explained Variance: 0.177
Layer 29 - PCA Explained Variance: 0.175
Layer 30 - PCA Explained Variance: 0.172
Layer 31 - PCA Explained Variance: 0.162
Layer 0 - M²: nan, SM: 1.000
Layer 1 - M²: 0.352, SM: 1.546
Layer 2 - M²: 0.881, SM: 0.470
Layer 3 - M²: 0.943, SM: 1.031
Layer 4 - M²: 0.932, SM: 0.476
Layer 5 - M²: 0.947, SM: 0.569
Layer 6 - M²: 0.945, SM: 0.542
Layer 7 - M²: 0.945, SM: 0.568
Layer 8 - M²: 0.942, SM: 0.581
Layer 9 - M²: 0.945, SM: 0.601
Layer 10 - M²: 0.946, SM: 0.617
Layer 11 - M²: 0.939, SM: 0.579
Layer 12 - M²: 0.937, SM: 0.557
Layer 13 - M²: 0.914, SM: 0.510
Layer 14 - M²: 0.849, SM: 0.418
Layer 15 - M²: 0.841, SM: 0.437
Layer 16 - M²: 0.814, SM: 0.487
Layer 17 - M²: 0.806, SM: 0.603
Layer 18 - M²: 0.795, SM: 0.637
Layer 19 - M²: 0.764, SM: 0.555
Layer 20 - M²: 0.766, SM: 0.478
Layer 21 - M²: 0.758, SM: 0.489
Layer 22 - M²: -0.760, SM: 0.550
Layer 23 - M²: -0.762, SM: 0.606
Layer 24 - M²: -0.754, SM: 0.611
Layer 25 - M²: -0.758, SM: 0.717
Layer 26 - M²: -0.754, SM: 0.821
Layer 27 - M²: -0.754, SM: 0.925
Layer 28 - M²: -0.760, SM: 0.939
Layer 29 - M²: -0.754, SM: 1.100
Layer 30 - M²: -0.753, SM: 1.090
Layer 31 - M²: -0.715, SM: 0.558
