The token has not been saved to the git credentials helper. Pass `add_to_git_credential=True` in this function directly or `--add-to-git-credential` if using via `huggingface-cli` if you want to set the git credential as well.
Token is valid (permission: read).
Your token has been saved to /home/bhaskar_mukhoty/.cache/huggingface/token
Login successful
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:  50%|█████     | 1/2 [00:01<00:01,  1.45s/it]Loading checkpoint shards: 100%|██████████| 2/2 [00:02<00:00,  1.01s/it]Loading checkpoint shards: 100%|██████████| 2/2 [00:02<00:00,  1.08s/it]
Layer 0 - PCA Explained Variance: nan
Layer 1 - PCA Explained Variance: 0.335
Layer 2 - PCA Explained Variance: 0.406
Layer 3 - PCA Explained Variance: 0.474
Layer 4 - PCA Explained Variance: 0.422
Layer 5 - PCA Explained Variance: 0.393
Layer 6 - PCA Explained Variance: 0.335
Layer 7 - PCA Explained Variance: 0.294
Layer 8 - PCA Explained Variance: 0.290
Layer 9 - PCA Explained Variance: 0.284
Layer 10 - PCA Explained Variance: 0.298
Layer 11 - PCA Explained Variance: 0.287
Layer 12 - PCA Explained Variance: 0.249
Layer 13 - PCA Explained Variance: 0.252
Layer 14 - PCA Explained Variance: 0.251
Layer 15 - PCA Explained Variance: 0.232
Layer 16 - PCA Explained Variance: 0.218
Layer 17 - PCA Explained Variance: 0.211
Layer 18 - PCA Explained Variance: 0.202
Layer 19 - PCA Explained Variance: 0.183
Layer 20 - PCA Explained Variance: 0.169
Layer 21 - PCA Explained Variance: 0.155
Layer 22 - PCA Explained Variance: 0.141
Layer 23 - PCA Explained Variance: 0.139
Layer 24 - PCA Explained Variance: 0.138
Layer 25 - PCA Explained Variance: 0.139
Layer 26 - PCA Explained Variance: 0.140
Layer 27 - PCA Explained Variance: 0.136
Layer 28 - PCA Explained Variance: 0.173
Layer 29 - PCA Explained Variance: 0.178
Layer 30 - PCA Explained Variance: 0.180
Layer 31 - PCA Explained Variance: 0.174
Layer 0 - M²: nan, SM: 1.000
Layer 1 - M²: -0.970, SM: 0.605
Layer 2 - M²: 0.962, SM: 0.883
Layer 3 - M²: 0.965, SM: 0.964
Layer 4 - M²: -0.958, SM: 0.707
Layer 5 - M²: -0.972, SM: 0.732
Layer 6 - M²: -0.968, SM: 0.697
Layer 7 - M²: -0.949, SM: 0.678
Layer 8 - M²: -0.907, SM: 0.370
Layer 9 - M²: -0.857, SM: 0.129
Layer 10 - M²: -0.820, SM: 0.390
Layer 11 - M²: -0.829, SM: 0.275
Layer 12 - M²: -0.883, SM: 0.206
Layer 13 - M²: -0.883, SM: 0.197
Layer 14 - M²: -0.899, SM: 0.245
Layer 15 - M²: -0.931, SM: 0.374
Layer 16 - M²: -0.949, SM: 0.558
Layer 17 - M²: -0.946, SM: 0.560
Layer 18 - M²: -0.937, SM: 0.603
Layer 19 - M²: -0.927, SM: 0.640
Layer 20 - M²: -0.905, SM: 0.525
Layer 21 - M²: -0.875, SM: 0.542
Layer 22 - M²: -0.798, SM: 0.547
Layer 23 - M²: -0.855, SM: 0.483
Layer 24 - M²: -0.819, SM: 0.508
Layer 25 - M²: -0.879, SM: 0.392
Layer 26 - M²: -0.848, SM: 0.439
Layer 27 - M²: -0.788, SM: 0.281
Layer 28 - M²: 0.003, SM: 1.302
Layer 29 - M²: -0.104, SM: 2.682
Layer 30 - M²: -0.064, SM: 5.029
Layer 31 - M²: -0.042, SM: 4.681
