The token has not been saved to the git credentials helper. Pass `add_to_git_credential=True` in this function directly or `--add-to-git-credential` if using via `huggingface-cli` if you want to set the git credential as well.
Token is valid (permission: read).
Your token has been saved to /home/bhaskar_mukhoty/.cache/huggingface/token
Login successful
Layer 0 - PCA Explained Variance: nan
Layer 1 - PCA Explained Variance: 0.170
Layer 2 - PCA Explained Variance: 0.157
Layer 3 - PCA Explained Variance: 0.149
Layer 4 - PCA Explained Variance: 0.165
Layer 5 - PCA Explained Variance: 0.158
Layer 6 - PCA Explained Variance: 0.164
Layer 7 - PCA Explained Variance: 0.146
Layer 8 - PCA Explained Variance: 0.143
Layer 9 - PCA Explained Variance: 0.158
Layer 10 - PCA Explained Variance: 0.136
Layer 11 - PCA Explained Variance: 0.130
Layer 12 - PCA Explained Variance: 0.115
Layer 13 - PCA Explained Variance: 0.107
Layer 14 - PCA Explained Variance: 0.114
Layer 15 - PCA Explained Variance: 0.110
Layer 0 - M²: nan, SM: 1.000
Layer 1 - M²: 0.614, SM: 0.411
Layer 2 - M²: -0.826, SM: 0.393
Layer 3 - M²: -0.704, SM: 0.435
Layer 4 - M²: -0.871, SM: 0.459
Layer 5 - M²: -0.888, SM: 0.490
Layer 6 - M²: -0.887, SM: 0.565
Layer 7 - M²: -0.894, SM: 0.567
Layer 8 - M²: 0.876, SM: 0.643
Layer 9 - M²: 0.891, SM: 0.590
Layer 10 - M²: 0.848, SM: 0.594
Layer 11 - M²: 0.798, SM: 0.589
Layer 12 - M²: 0.794, SM: 0.543
Layer 13 - M²: 0.768, SM: 0.427
Layer 14 - M²: 0.747, SM: 0.398
Layer 15 - M²: -0.710, SM: 0.389
