The token has not been saved to the git credentials helper. Pass `add_to_git_credential=True` in this function directly or `--add-to-git-credential` if using via `huggingface-cli` if you want to set the git credential as well.
Token is valid (permission: read).
Your token has been saved to /home/bhaskar_mukhoty/.cache/huggingface/token
Login successful
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:  50%|█████     | 1/2 [00:01<00:01,  1.47s/it]Loading checkpoint shards: 100%|██████████| 2/2 [00:02<00:00,  1.06it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:02<00:00,  1.02s/it]
Layer 0 - PCA Explained Variance: nan
Layer 1 - PCA Explained Variance: 0.338
Layer 2 - PCA Explained Variance: 0.378
Layer 3 - PCA Explained Variance: 0.522
Layer 4 - PCA Explained Variance: 0.543
Layer 5 - PCA Explained Variance: 0.348
Layer 6 - PCA Explained Variance: 0.296
Layer 7 - PCA Explained Variance: 0.277
Layer 8 - PCA Explained Variance: 0.243
Layer 9 - PCA Explained Variance: 0.236
Layer 10 - PCA Explained Variance: 0.233
Layer 11 - PCA Explained Variance: 0.229
Layer 12 - PCA Explained Variance: 0.188
Layer 13 - PCA Explained Variance: 0.186
Layer 14 - PCA Explained Variance: 0.176
Layer 15 - PCA Explained Variance: 0.159
Layer 16 - PCA Explained Variance: 0.163
Layer 17 - PCA Explained Variance: 0.161
Layer 18 - PCA Explained Variance: 0.152
Layer 19 - PCA Explained Variance: 0.165
Layer 20 - PCA Explained Variance: 0.217
Layer 21 - PCA Explained Variance: 0.208
Layer 22 - PCA Explained Variance: 0.212
Layer 23 - PCA Explained Variance: 0.209
Layer 24 - PCA Explained Variance: 0.207
Layer 25 - PCA Explained Variance: 0.207
Layer 26 - PCA Explained Variance: 0.215
Layer 27 - PCA Explained Variance: 0.208
Layer 28 - PCA Explained Variance: 0.203
Layer 29 - PCA Explained Variance: 0.229
Layer 30 - PCA Explained Variance: 0.239
Layer 31 - PCA Explained Variance: 0.227
Layer 0 - M²: nan, SM: 1.000
Layer 1 - M²: 0.864, SM: 0.740
Layer 2 - M²: 0.946, SM: 0.856
Layer 3 - M²: 0.977, SM: 0.914
Layer 4 - M²: 0.983, SM: 0.975
Layer 5 - M²: 0.969, SM: 0.784
Layer 6 - M²: -0.947, SM: 1.343
Layer 7 - M²: -0.908, SM: 1.848
Layer 8 - M²: -0.859, SM: 2.750
Layer 9 - M²: 0.887, SM: 1.861
Layer 10 - M²: 0.919, SM: 1.289
Layer 11 - M²: 0.933, SM: 1.070
Layer 12 - M²: 0.931, SM: 1.127
Layer 13 - M²: 0.948, SM: 0.777
Layer 14 - M²: 0.946, SM: 0.745
Layer 15 - M²: 0.926, SM: 0.430
Layer 16 - M²: 0.931, SM: 0.498
Layer 17 - M²: 0.868, SM: 0.320
Layer 18 - M²: 0.686, SM: 0.231
Layer 19 - M²: -0.414, SM: 0.757
Layer 20 - M²: 0.257, SM: 0.919
Layer 21 - M²: 0.303, SM: 0.780
Layer 22 - M²: 0.270, SM: 0.870
Layer 23 - M²: 0.323, SM: 0.765
Layer 24 - M²: 0.329, SM: 0.804
Layer 25 - M²: 0.405, SM: 0.726
Layer 26 - M²: 0.369, SM: 0.743
Layer 27 - M²: 0.392, SM: 0.753
Layer 28 - M²: -0.388, SM: 0.740
Layer 29 - M²: 0.119, SM: 0.867
Layer 30 - M²: 0.155, SM: 1.850
Layer 31 - M²: 0.124, SM: 1.261
