The token has not been saved to the git credentials helper. Pass `add_to_git_credential=True` in this function directly or `--add-to-git-credential` if using via `huggingface-cli` if you want to set the git credential as well.
Token is valid (permission: read).
Your token has been saved to /home/bhaskar_mukhoty/.cache/huggingface/token
Login successful
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:  50%|█████     | 1/2 [00:01<00:01,  1.54s/it]Loading checkpoint shards: 100%|██████████| 2/2 [00:02<00:00,  1.01it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:02<00:00,  1.07s/it]
Layer 0 - PCA Explained Variance: nan
Layer 1 - PCA Explained Variance: 0.348
Layer 2 - PCA Explained Variance: 0.472
Layer 3 - PCA Explained Variance: 0.612
Layer 4 - PCA Explained Variance: 0.597
Layer 5 - PCA Explained Variance: 0.396
Layer 6 - PCA Explained Variance: 0.340
Layer 7 - PCA Explained Variance: 0.323
Layer 8 - PCA Explained Variance: 0.274
Layer 9 - PCA Explained Variance: 0.263
Layer 10 - PCA Explained Variance: 0.245
Layer 11 - PCA Explained Variance: 0.237
Layer 12 - PCA Explained Variance: 0.202
Layer 13 - PCA Explained Variance: 0.195
Layer 14 - PCA Explained Variance: 0.182
Layer 15 - PCA Explained Variance: 0.176
Layer 16 - PCA Explained Variance: 0.188
Layer 17 - PCA Explained Variance: 0.187
Layer 18 - PCA Explained Variance: 0.164
Layer 19 - PCA Explained Variance: 0.157
Layer 20 - PCA Explained Variance: 0.212
Layer 21 - PCA Explained Variance: 0.206
Layer 22 - PCA Explained Variance: 0.213
Layer 23 - PCA Explained Variance: 0.207
Layer 24 - PCA Explained Variance: 0.203
Layer 25 - PCA Explained Variance: 0.203
Layer 26 - PCA Explained Variance: 0.210
Layer 27 - PCA Explained Variance: 0.202
Layer 28 - PCA Explained Variance: 0.198
Layer 29 - PCA Explained Variance: 0.244
Layer 30 - PCA Explained Variance: 0.247
Layer 31 - PCA Explained Variance: 0.237
Layer 0 - M²: nan, SM: 1.000
Layer 1 - M²: 0.872, SM: 0.812
Layer 2 - M²: 0.957, SM: 0.706
Layer 3 - M²: 0.973, SM: 0.749
Layer 4 - M²: 0.988, SM: 0.841
Layer 5 - M²: 0.965, SM: 0.835
Layer 6 - M²: -0.947, SM: 1.224
Layer 7 - M²: -0.899, SM: 1.123
Layer 8 - M²: -0.912, SM: 0.861
Layer 9 - M²: -0.890, SM: 0.970
Layer 10 - M²: 0.911, SM: 0.778
Layer 11 - M²: 0.924, SM: 0.566
Layer 12 - M²: 0.929, SM: 0.543
Layer 13 - M²: 0.926, SM: 0.419
Layer 14 - M²: 0.919, SM: 0.367
Layer 15 - M²: 0.878, SM: 0.211
Layer 16 - M²: 0.899, SM: 0.309
Layer 17 - M²: 0.868, SM: 0.373
Layer 18 - M²: 0.830, SM: 0.455
Layer 19 - M²: 0.754, SM: 0.708
Layer 20 - M²: -0.212, SM: 1.329
Layer 21 - M²: 0.197, SM: 1.433
Layer 22 - M²: 0.175, SM: 1.526
Layer 23 - M²: 0.208, SM: 1.422
Layer 24 - M²: 0.264, SM: 1.333
Layer 25 - M²: 0.309, SM: 1.221
Layer 26 - M²: 0.306, SM: 1.227
Layer 27 - M²: 0.313, SM: 1.177
Layer 28 - M²: 0.279, SM: 1.224
Layer 29 - M²: 0.113, SM: 2.056
Layer 30 - M²: 0.153, SM: 4.246
Layer 31 - M²: -0.133, SM: 3.903
