The token has not been saved to the git credentials helper. Pass `add_to_git_credential=True` in this function directly or `--add-to-git-credential` if using via `huggingface-cli` if you want to set the git credential as well.
Token is valid (permission: read).
Your token has been saved to /home/bhaskar_mukhoty/.cache/huggingface/token
Login successful
Layer 0 - PCA Explained Variance: nan
Layer 1 - PCA Explained Variance: 0.151
Layer 2 - PCA Explained Variance: 0.170
Layer 3 - PCA Explained Variance: 0.210
Layer 4 - PCA Explained Variance: 0.283
Layer 5 - PCA Explained Variance: 0.266
Layer 6 - PCA Explained Variance: 0.270
Layer 7 - PCA Explained Variance: 0.270
Layer 8 - PCA Explained Variance: 0.295
Layer 9 - PCA Explained Variance: 0.291
Layer 10 - PCA Explained Variance: 0.269
Layer 11 - PCA Explained Variance: 0.275
Layer 12 - PCA Explained Variance: 0.243
Layer 13 - PCA Explained Variance: 0.228
Layer 14 - PCA Explained Variance: 0.193
Layer 15 - PCA Explained Variance: 0.193
Layer 16 - PCA Explained Variance: 0.196
Layer 17 - PCA Explained Variance: 0.199
Layer 18 - PCA Explained Variance: 0.202
Layer 19 - PCA Explained Variance: 0.237
Layer 20 - PCA Explained Variance: 0.251
Layer 21 - PCA Explained Variance: 0.272
Layer 22 - PCA Explained Variance: 0.271
Layer 23 - PCA Explained Variance: 0.273
Layer 24 - PCA Explained Variance: 0.273
Layer 25 - PCA Explained Variance: 0.273
Layer 26 - PCA Explained Variance: 0.274
Layer 27 - PCA Explained Variance: 0.272
Layer 28 - PCA Explained Variance: 0.267
Layer 29 - PCA Explained Variance: 0.261
Layer 30 - PCA Explained Variance: 0.251
Layer 31 - PCA Explained Variance: 0.206
Layer 0 - M²: nan, SM: 1.000
Layer 1 - M²: 0.434, SM: 1.136
Layer 2 - M²: 0.896, SM: 0.956
Layer 3 - M²: 0.929, SM: 0.982
Layer 4 - M²: 0.955, SM: 0.563
Layer 5 - M²: 0.951, SM: 0.578
Layer 6 - M²: 0.946, SM: 0.546
Layer 7 - M²: -0.946, SM: 0.556
Layer 8 - M²: 0.948, SM: 0.547
Layer 9 - M²: 0.953, SM: 0.615
Layer 10 - M²: 0.949, SM: 0.655
Layer 11 - M²: 0.950, SM: 0.629
Layer 12 - M²: 0.953, SM: 0.624
Layer 13 - M²: 0.947, SM: 0.631
Layer 14 - M²: 0.897, SM: 0.533
Layer 15 - M²: 0.897, SM: 0.544
Layer 16 - M²: 0.884, SM: 0.592
Layer 17 - M²: 0.878, SM: 0.613
Layer 18 - M²: 0.879, SM: 0.631
Layer 19 - M²: 0.867, SM: 0.501
Layer 20 - M²: 0.868, SM: 0.491
Layer 21 - M²: -0.871, SM: 0.455
Layer 22 - M²: -0.876, SM: 0.475
Layer 23 - M²: -0.881, SM: 0.485
Layer 24 - M²: -0.874, SM: 0.480
Layer 25 - M²: -0.875, SM: 0.489
Layer 26 - M²: -0.871, SM: 0.485
Layer 27 - M²: -0.871, SM: 0.504
Layer 28 - M²: -0.873, SM: 0.526
Layer 29 - M²: -0.873, SM: 0.549
Layer 30 - M²: -0.877, SM: 0.587
Layer 31 - M²: -0.865, SM: 0.535
