The token has not been saved to the git credentials helper. Pass `add_to_git_credential=True` in this function directly or `--add-to-git-credential` if using via `huggingface-cli` if you want to set the git credential as well.
Token is valid (permission: read).
Your token has been saved to /home/bhaskar_mukhoty/.cache/huggingface/token
Login successful
Layer 0 - PCA Explained Variance: 0.384
Layer 1 - PCA Explained Variance: 0.108
Layer 2 - PCA Explained Variance: 0.119
Layer 3 - PCA Explained Variance: 0.174
Layer 4 - PCA Explained Variance: 0.204
Layer 5 - PCA Explained Variance: 0.220
Layer 6 - PCA Explained Variance: 0.208
Layer 7 - PCA Explained Variance: 0.187
Layer 8 - PCA Explained Variance: 0.164
Layer 9 - PCA Explained Variance: 0.139
Layer 10 - PCA Explained Variance: 0.124
Layer 11 - PCA Explained Variance: 0.109
Layer 12 - PCA Explained Variance: 0.105
Layer 13 - PCA Explained Variance: 0.112
Layer 14 - PCA Explained Variance: 0.133
Layer 15 - PCA Explained Variance: 0.140
Layer 16 - PCA Explained Variance: 0.148
Layer 17 - PCA Explained Variance: 0.164
Layer 18 - PCA Explained Variance: 0.167
Layer 19 - PCA Explained Variance: 0.153
Layer 20 - PCA Explained Variance: 0.149
Layer 21 - PCA Explained Variance: 0.135
Layer 22 - PCA Explained Variance: 0.126
Layer 23 - PCA Explained Variance: 0.109
Layer 24 - PCA Explained Variance: 0.092
Layer 25 - PCA Explained Variance: 0.088
Layer 26 - PCA Explained Variance: 0.082
Layer 27 - PCA Explained Variance: 0.076
Layer 28 - PCA Explained Variance: 0.068
Layer 29 - PCA Explained Variance: 0.066
Layer 30 - PCA Explained Variance: 0.065
Layer 31 - PCA Explained Variance: 0.065
Layer 32 - PCA Explained Variance: 0.062
Layer 33 - PCA Explained Variance: 0.065
Layer 34 - PCA Explained Variance: 0.066
Layer 35 - PCA Explained Variance: 0.073
Layer 0 - M²: 0.458, SM: 0.846
Layer 1 - M²: -0.174, SM: 0.407
Layer 2 - M²: -0.136, SM: 0.580
Layer 3 - M²: -0.119, SM: 1.002
Layer 4 - M²: -0.114, SM: 0.987
Layer 5 - M²: -0.106, SM: 1.037
Layer 6 - M²: 0.093, SM: 0.826
Layer 7 - M²: 0.109, SM: 0.911
Layer 8 - M²: 0.110, SM: 0.965
Layer 9 - M²: -0.087, SM: 0.858
Layer 10 - M²: 0.031, SM: 0.114
Layer 11 - M²: 0.144, SM: 0.429
Layer 12 - M²: 0.778, SM: 0.607
Layer 13 - M²: 0.868, SM: 0.610
Layer 14 - M²: 0.875, SM: 0.566
Layer 15 - M²: 0.885, SM: 0.552
Layer 16 - M²: -0.888, SM: 0.539
Layer 17 - M²: -0.886, SM: 0.518
Layer 18 - M²: -0.887, SM: 0.498
Layer 19 - M²: -0.892, SM: 0.508
Layer 20 - M²: -0.886, SM: 0.508
Layer 21 - M²: -0.889, SM: 0.487
Layer 22 - M²: 0.882, SM: 0.476
Layer 23 - M²: 0.877, SM: 0.460
Layer 24 - M²: 0.856, SM: 0.450
Layer 25 - M²: 0.835, SM: 0.445
Layer 26 - M²: 0.832, SM: 0.462
Layer 27 - M²: -0.779, SM: 0.452
Layer 28 - M²: -0.706, SM: 0.430
Layer 29 - M²: 0.425, SM: 0.237
Layer 30 - M²: -0.402, SM: 0.173
Layer 31 - M²: -0.360, SM: 0.220
Layer 32 - M²: -0.396, SM: 0.024
Layer 33 - M²: -0.376, SM: 0.253
Layer 34 - M²: -0.365, SM: 0.361
Layer 35 - M²: 0.009, SM: 1.181
