The token has not been saved to the git credentials helper. Pass `add_to_git_credential=True` in this function directly or `--add-to-git-credential` if using via `huggingface-cli` if you want to set the git credential as well.
Token is valid (permission: read).
Your token has been saved to /home/bhaskar_mukhoty/.cache/huggingface/token
Login successful
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:  50%|█████     | 1/2 [00:01<00:01,  1.45s/it]Loading checkpoint shards: 100%|██████████| 2/2 [00:02<00:00,  1.01s/it]Loading checkpoint shards: 100%|██████████| 2/2 [00:02<00:00,  1.07s/it]
Layer 0 - PCA Explained Variance: nan
Layer 1 - PCA Explained Variance: 0.344
Layer 2 - PCA Explained Variance: 0.417
Layer 3 - PCA Explained Variance: 0.472
Layer 4 - PCA Explained Variance: 0.417
Layer 5 - PCA Explained Variance: 0.382
Layer 6 - PCA Explained Variance: 0.316
Layer 7 - PCA Explained Variance: 0.270
Layer 8 - PCA Explained Variance: 0.266
Layer 9 - PCA Explained Variance: 0.250
Layer 10 - PCA Explained Variance: 0.251
Layer 11 - PCA Explained Variance: 0.241
Layer 12 - PCA Explained Variance: 0.213
Layer 13 - PCA Explained Variance: 0.207
Layer 14 - PCA Explained Variance: 0.214
Layer 15 - PCA Explained Variance: 0.196
Layer 16 - PCA Explained Variance: 0.180
Layer 17 - PCA Explained Variance: 0.174
Layer 18 - PCA Explained Variance: 0.177
Layer 19 - PCA Explained Variance: 0.163
Layer 20 - PCA Explained Variance: 0.167
Layer 21 - PCA Explained Variance: 0.157
Layer 22 - PCA Explained Variance: 0.150
Layer 23 - PCA Explained Variance: 0.144
Layer 24 - PCA Explained Variance: 0.142
Layer 25 - PCA Explained Variance: 0.140
Layer 26 - PCA Explained Variance: 0.142
Layer 27 - PCA Explained Variance: 0.134
Layer 28 - PCA Explained Variance: 0.167
Layer 29 - PCA Explained Variance: 0.166
Layer 30 - PCA Explained Variance: 0.172
Layer 31 - PCA Explained Variance: 0.163
Layer 0 - M²: nan, SM: 1.000
Layer 1 - M²: -0.956, SM: 0.673
Layer 2 - M²: 0.962, SM: 0.934
Layer 3 - M²: 0.961, SM: 1.028
Layer 4 - M²: 0.956, SM: 0.720
Layer 5 - M²: 0.971, SM: 0.875
Layer 6 - M²: 0.949, SM: 0.784
Layer 7 - M²: -0.924, SM: 0.681
Layer 8 - M²: -0.849, SM: 0.228
Layer 9 - M²: -0.822, SM: 0.174
Layer 10 - M²: -0.768, SM: 0.481
Layer 11 - M²: -0.764, SM: 0.396
Layer 12 - M²: -0.817, SM: 0.145
Layer 13 - M²: -0.774, SM: 0.320
Layer 14 - M²: -0.777, SM: 0.262
Layer 15 - M²: -0.823, SM: 0.100
Layer 16 - M²: -0.888, SM: 0.375
Layer 17 - M²: -0.836, SM: 0.225
Layer 18 - M²: -0.806, SM: 0.146
Layer 19 - M²: 0.814, SM: 0.035
Layer 20 - M²: -0.776, SM: 0.211
Layer 21 - M²: -0.748, SM: 0.267
Layer 22 - M²: 0.635, SM: 0.297
Layer 23 - M²: 0.675, SM: 0.281
Layer 24 - M²: 0.674, SM: 0.317
Layer 25 - M²: 0.701, SM: 0.291
Layer 26 - M²: 0.663, SM: 0.287
Layer 27 - M²: 0.639, SM: 0.291
Layer 28 - M²: -0.183, SM: 0.369
Layer 29 - M²: 0.090, SM: 0.324
Layer 30 - M²: -0.092, SM: 0.356
Layer 31 - M²: 0.099, SM: 0.276
