The token has not been saved to the git credentials helper. Pass `add_to_git_credential=True` in this function directly or `--add-to-git-credential` if using via `huggingface-cli` if you want to set the git credential as well.
Token is valid (permission: read).
Your token has been saved to /home/bhaskar_mukhoty/.cache/huggingface/token
Login successful
Layer 0 - PCA Explained Variance: nan
Layer 1 - PCA Explained Variance: 0.174
Layer 2 - PCA Explained Variance: 0.149
Layer 3 - PCA Explained Variance: 0.138
Layer 4 - PCA Explained Variance: 0.136
Layer 5 - PCA Explained Variance: 0.124
Layer 6 - PCA Explained Variance: 0.129
Layer 7 - PCA Explained Variance: 0.127
Layer 8 - PCA Explained Variance: 0.133
Layer 9 - PCA Explained Variance: 0.144
Layer 10 - PCA Explained Variance: 0.134
Layer 11 - PCA Explained Variance: 0.139
Layer 12 - PCA Explained Variance: 0.125
Layer 13 - PCA Explained Variance: 0.118
Layer 14 - PCA Explained Variance: 0.128
Layer 15 - PCA Explained Variance: 0.113
Layer 0 - M²: nan, SM: 1.000
Layer 1 - M²: 0.553, SM: 0.383
Layer 2 - M²: -0.842, SM: 0.472
Layer 3 - M²: -0.462, SM: 0.130
Layer 4 - M²: -0.807, SM: 0.414
Layer 5 - M²: -0.832, SM: 0.468
Layer 6 - M²: -0.842, SM: 0.509
Layer 7 - M²: -0.854, SM: 0.522
Layer 8 - M²: 0.826, SM: 0.544
Layer 9 - M²: 0.850, SM: 0.562
Layer 10 - M²: 0.786, SM: 0.487
Layer 11 - M²: 0.658, SM: 0.300
Layer 12 - M²: 0.670, SM: 0.208
Layer 13 - M²: 0.632, SM: 0.229
Layer 14 - M²: 0.644, SM: 0.247
Layer 15 - M²: -0.627, SM: 0.261
