The token has not been saved to the git credentials helper. Pass `add_to_git_credential=True` in this function directly or `--add-to-git-credential` if using via `huggingface-cli` if you want to set the git credential as well.
Token is valid (permission: read).
Your token has been saved to /home/bhaskar_mukhoty/.cache/huggingface/token
Login successful
Layer 0 - PCA Explained Variance: 0.435
Layer 1 - PCA Explained Variance: 0.218
Layer 2 - PCA Explained Variance: 0.214
Layer 3 - PCA Explained Variance: 0.215
Layer 4 - PCA Explained Variance: 0.240
Layer 5 - PCA Explained Variance: 0.258
Layer 6 - PCA Explained Variance: 0.265
Layer 7 - PCA Explained Variance: 0.246
Layer 8 - PCA Explained Variance: 0.230
Layer 9 - PCA Explained Variance: 0.225
Layer 10 - PCA Explained Variance: 0.207
Layer 11 - PCA Explained Variance: 0.200
Layer 12 - PCA Explained Variance: 0.182
Layer 13 - PCA Explained Variance: 0.179
Layer 14 - PCA Explained Variance: 0.168
Layer 15 - PCA Explained Variance: 0.159
Layer 16 - PCA Explained Variance: 0.156
Layer 17 - PCA Explained Variance: 0.161
Layer 18 - PCA Explained Variance: 0.164
Layer 19 - PCA Explained Variance: 0.161
Layer 20 - PCA Explained Variance: 0.163
Layer 21 - PCA Explained Variance: 0.162
Layer 22 - PCA Explained Variance: 0.158
Layer 23 - PCA Explained Variance: 0.148
Layer 24 - PCA Explained Variance: 0.141
Layer 25 - PCA Explained Variance: 0.139
Layer 26 - PCA Explained Variance: 0.136
Layer 27 - PCA Explained Variance: 0.126
Layer 28 - PCA Explained Variance: 0.118
Layer 29 - PCA Explained Variance: 0.116
Layer 30 - PCA Explained Variance: 0.114
Layer 31 - PCA Explained Variance: 0.110
Layer 32 - PCA Explained Variance: 0.118
Layer 33 - PCA Explained Variance: 0.129
Layer 34 - PCA Explained Variance: 0.176
Layer 35 - PCA Explained Variance: 0.283
Layer 0 - M²: -0.099, SM: 0.983
Layer 1 - M²: -0.090, SM: 0.211
Layer 2 - M²: -0.180, SM: 0.465
Layer 3 - M²: -0.270, SM: 0.633
Layer 4 - M²: -0.302, SM: 0.702
Layer 5 - M²: -0.310, SM: 0.734
Layer 6 - M²: -0.308, SM: 0.756
Layer 7 - M²: -0.334, SM: 0.748
Layer 8 - M²: -0.340, SM: 0.776
Layer 9 - M²: 0.368, SM: 0.773
Layer 10 - M²: 0.390, SM: 0.771
Layer 11 - M²: 0.445, SM: 0.775
Layer 12 - M²: 0.475, SM: 0.755
Layer 13 - M²: 0.516, SM: 0.724
Layer 14 - M²: -0.643, SM: 0.686
Layer 15 - M²: -0.691, SM: 0.656
Layer 16 - M²: -0.776, SM: 0.597
Layer 17 - M²: -0.827, SM: 0.557
Layer 18 - M²: -0.866, SM: 0.513
Layer 19 - M²: -0.848, SM: 0.523
Layer 20 - M²: -0.816, SM: 0.516
Layer 21 - M²: 0.769, SM: 0.525
Layer 22 - M²: 0.741, SM: 0.535
Layer 23 - M²: -0.735, SM: 0.575
Layer 24 - M²: 0.694, SM: 0.571
Layer 25 - M²: -0.670, SM: 0.589
Layer 26 - M²: 0.608, SM: 0.613
Layer 27 - M²: -0.570, SM: 0.640
Layer 28 - M²: 0.532, SM: 0.651
Layer 29 - M²: 0.438, SM: 0.681
Layer 30 - M²: 0.364, SM: 0.722
Layer 31 - M²: 0.444, SM: 0.697
Layer 32 - M²: 0.300, SM: 0.672
Layer 33 - M²: 0.104, SM: 1.754
Layer 34 - M²: 0.023, SM: 0.431
Layer 35 - M²: -0.007, SM: 0.246
