The token has not been saved to the git credentials helper. Pass `add_to_git_credential=True` in this function directly or `--add-to-git-credential` if using via `huggingface-cli` if you want to set the git credential as well.
Token is valid (permission: read).
Your token has been saved to /home/bhaskar_mukhoty/.cache/huggingface/token
Login successful
Layer 0 - PCA Explained Variance: nan
Layer 1 - PCA Explained Variance: 0.322
Layer 2 - PCA Explained Variance: 0.294
Layer 3 - PCA Explained Variance: 0.333
Layer 4 - PCA Explained Variance: 0.347
Layer 5 - PCA Explained Variance: 0.236
Layer 6 - PCA Explained Variance: 0.328
Layer 7 - PCA Explained Variance: 0.316
Layer 8 - PCA Explained Variance: 0.222
Layer 9 - PCA Explained Variance: 0.182
Layer 10 - PCA Explained Variance: 0.195
Layer 11 - PCA Explained Variance: 0.163
Layer 12 - PCA Explained Variance: 0.169
Layer 13 - PCA Explained Variance: 0.175
Layer 14 - PCA Explained Variance: 0.192
Layer 15 - PCA Explained Variance: 0.200
Layer 0 - M²: nan, SM: 1.000
Layer 1 - M²: 0.239, SM: 0.854
Layer 2 - M²: -0.856, SM: 1.719
Layer 3 - M²: 0.944, SM: 1.023
Layer 4 - M²: 0.904, SM: 1.490
Layer 5 - M²: 0.895, SM: 0.819
Layer 6 - M²: -0.922, SM: 1.406
Layer 7 - M²: 0.928, SM: 1.459
Layer 8 - M²: -0.938, SM: 0.976
Layer 9 - M²: 0.933, SM: 0.790
Layer 10 - M²: 0.874, SM: 0.390
Layer 11 - M²: 0.882, SM: 0.578
Layer 12 - M²: 0.818, SM: 0.250
Layer 13 - M²: 0.786, SM: 0.359
Layer 14 - M²: 0.788, SM: 0.490
Layer 15 - M²: 0.569, SM: 0.301
