The token has not been saved to the git credentials helper. Pass `add_to_git_credential=True` in this function directly or `--add-to-git-credential` if using via `huggingface-cli` if you want to set the git credential as well.
Token is valid (permission: read).
Your token has been saved to /home/bhaskar_mukhoty/.cache/huggingface/token
Login successful
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:  50%|█████     | 1/2 [00:01<00:01,  1.54s/it]Loading checkpoint shards: 100%|██████████| 2/2 [00:02<00:00,  1.02it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:02<00:00,  1.07s/it]
Layer 0 - PCA Explained Variance: nan
Layer 1 - PCA Explained Variance: 0.262
Layer 2 - PCA Explained Variance: 0.198
Layer 3 - PCA Explained Variance: 0.143
Layer 4 - PCA Explained Variance: 0.149
Layer 5 - PCA Explained Variance: 0.156
Layer 6 - PCA Explained Variance: 0.195
Layer 7 - PCA Explained Variance: 0.162
Layer 8 - PCA Explained Variance: 0.155
Layer 9 - PCA Explained Variance: 0.150
Layer 10 - PCA Explained Variance: 0.159
Layer 11 - PCA Explained Variance: 0.151
Layer 12 - PCA Explained Variance: 0.148
Layer 13 - PCA Explained Variance: 0.131
Layer 14 - PCA Explained Variance: 0.123
Layer 15 - PCA Explained Variance: 0.119
Layer 16 - PCA Explained Variance: 0.121
Layer 17 - PCA Explained Variance: 0.110
Layer 18 - PCA Explained Variance: 0.110
Layer 19 - PCA Explained Variance: 0.116
Layer 20 - PCA Explained Variance: 0.113
Layer 21 - PCA Explained Variance: 0.117
Layer 22 - PCA Explained Variance: 0.111
Layer 23 - PCA Explained Variance: 0.109
Layer 24 - PCA Explained Variance: 0.106
Layer 25 - PCA Explained Variance: 0.100
Layer 26 - PCA Explained Variance: 0.099
Layer 27 - PCA Explained Variance: 0.096
Layer 28 - PCA Explained Variance: 0.096
Layer 29 - PCA Explained Variance: 0.099
Layer 30 - PCA Explained Variance: 0.098
Layer 31 - PCA Explained Variance: 0.106
Layer 0 - M²: nan, SM: 1.000
Layer 1 - M²: 0.563, SM: 0.832
Layer 2 - M²: 0.819, SM: 0.729
Layer 3 - M²: 0.881, SM: 0.465
Layer 4 - M²: 0.913, SM: 0.397
Layer 5 - M²: 0.909, SM: 0.392
Layer 6 - M²: 0.907, SM: 0.420
Layer 7 - M²: 0.907, SM: 0.451
Layer 8 - M²: 0.893, SM: 0.481
Layer 9 - M²: 0.891, SM: 0.470
Layer 10 - M²: 0.889, SM: 0.478
Layer 11 - M²: 0.892, SM: 0.491
Layer 12 - M²: -0.875, SM: 0.403
Layer 13 - M²: 0.858, SM: 0.388
Layer 14 - M²: 0.837, SM: 0.359
Layer 15 - M²: 0.789, SM: 0.400
Layer 16 - M²: 0.798, SM: 0.423
Layer 17 - M²: 0.403, SM: 0.568
Layer 18 - M²: 0.430, SM: 0.522
Layer 19 - M²: 0.406, SM: 0.455
Layer 20 - M²: 0.341, SM: 0.526
Layer 21 - M²: 0.309, SM: 0.629
Layer 22 - M²: 0.252, SM: 0.836
Layer 23 - M²: 0.243, SM: 0.831
Layer 24 - M²: 0.242, SM: 0.837
Layer 25 - M²: -0.222, SM: 0.988
Layer 26 - M²: -0.216, SM: 1.014
Layer 27 - M²: -0.194, SM: 1.215
Layer 28 - M²: -0.210, SM: 1.057
Layer 29 - M²: -0.212, SM: 1.002
Layer 30 - M²: 0.230, SM: 0.906
Layer 31 - M²: 0.227, SM: 0.929
