The token has not been saved to the git credentials helper. Pass `add_to_git_credential=True` in this function directly or `--add-to-git-credential` if using via `huggingface-cli` if you want to set the git credential as well.
Token is valid (permission: read).
Your token has been saved to /home/bhaskar_mukhoty/.cache/huggingface/token
Login successful
Layer 0 - PCA Explained Variance: 0.386
Layer 1 - PCA Explained Variance: 0.129
Layer 2 - PCA Explained Variance: 0.138
Layer 3 - PCA Explained Variance: 0.185
Layer 4 - PCA Explained Variance: 0.206
Layer 5 - PCA Explained Variance: 0.209
Layer 6 - PCA Explained Variance: 0.195
Layer 7 - PCA Explained Variance: 0.172
Layer 8 - PCA Explained Variance: 0.149
Layer 9 - PCA Explained Variance: 0.133
Layer 10 - PCA Explained Variance: 0.117
Layer 11 - PCA Explained Variance: 0.114
Layer 12 - PCA Explained Variance: 0.108
Layer 13 - PCA Explained Variance: 0.115
Layer 14 - PCA Explained Variance: 0.133
Layer 15 - PCA Explained Variance: 0.141
Layer 16 - PCA Explained Variance: 0.149
Layer 17 - PCA Explained Variance: 0.164
Layer 18 - PCA Explained Variance: 0.165
Layer 19 - PCA Explained Variance: 0.152
Layer 20 - PCA Explained Variance: 0.146
Layer 21 - PCA Explained Variance: 0.134
Layer 22 - PCA Explained Variance: 0.124
Layer 23 - PCA Explained Variance: 0.106
Layer 24 - PCA Explained Variance: 0.090
Layer 25 - PCA Explained Variance: 0.085
Layer 26 - PCA Explained Variance: 0.080
Layer 27 - PCA Explained Variance: 0.071
Layer 28 - PCA Explained Variance: 0.063
Layer 29 - PCA Explained Variance: 0.058
Layer 30 - PCA Explained Variance: 0.058
Layer 31 - PCA Explained Variance: 0.056
Layer 32 - PCA Explained Variance: 0.054
Layer 33 - PCA Explained Variance: 0.056
Layer 34 - PCA Explained Variance: 0.057
Layer 35 - PCA Explained Variance: 0.062
Layer 0 - M²: 0.384, SM: 0.441
Layer 1 - M²: -0.019, SM: 0.373
Layer 2 - M²: -0.030, SM: 0.592
Layer 3 - M²: 0.016, SM: 0.135
Layer 4 - M²: 0.031, SM: 0.149
Layer 5 - M²: -0.048, SM: 0.199
Layer 6 - M²: 0.042, SM: 0.314
Layer 7 - M²: 0.066, SM: 0.345
Layer 8 - M²: 0.089, SM: 0.267
Layer 9 - M²: 0.155, SM: 0.341
Layer 10 - M²: -0.173, SM: 0.408
Layer 11 - M²: 0.375, SM: 0.497
Layer 12 - M²: 0.832, SM: 0.554
Layer 13 - M²: 0.889, SM: 0.570
Layer 14 - M²: 0.909, SM: 0.577
Layer 15 - M²: -0.921, SM: 0.559
Layer 16 - M²: -0.919, SM: 0.552
Layer 17 - M²: -0.917, SM: 0.538
Layer 18 - M²: -0.915, SM: 0.513
Layer 19 - M²: -0.917, SM: 0.516
Layer 20 - M²: -0.914, SM: 0.525
Layer 21 - M²: 0.914, SM: 0.506
Layer 22 - M²: 0.913, SM: 0.488
Layer 23 - M²: 0.893, SM: 0.428
Layer 24 - M²: -0.806, SM: 0.357
Layer 25 - M²: -0.764, SM: 0.340
Layer 26 - M²: -0.765, SM: 0.355
Layer 27 - M²: -0.694, SM: 0.301
Layer 28 - M²: -0.616, SM: 0.304
Layer 29 - M²: -0.569, SM: 0.292
Layer 30 - M²: -0.549, SM: 0.308
Layer 31 - M²: -0.545, SM: 0.284
Layer 32 - M²: -0.549, SM: 0.225
Layer 33 - M²: -0.455, SM: 0.203
Layer 34 - M²: -0.437, SM: 0.189
Layer 35 - M²: -0.243, SM: 0.167
