The token has not been saved to the git credentials helper. Pass `add_to_git_credential=True` in this function directly or `--add-to-git-credential` if using via `huggingface-cli` if you want to set the git credential as well.
Token is valid (permission: read).
Your token has been saved to /home/bhaskar_mukhoty/.cache/huggingface/token
Login successful
Layer 0 - PCA Explained Variance: nan
Layer 1 - PCA Explained Variance: 0.082
Layer 2 - PCA Explained Variance: 0.076
Layer 3 - PCA Explained Variance: 0.082
Layer 4 - PCA Explained Variance: 0.088
Layer 5 - PCA Explained Variance: 0.109
Layer 6 - PCA Explained Variance: 0.117
Layer 7 - PCA Explained Variance: 0.119
Layer 8 - PCA Explained Variance: 0.133
Layer 9 - PCA Explained Variance: 0.143
Layer 10 - PCA Explained Variance: 0.135
Layer 11 - PCA Explained Variance: 0.153
Layer 12 - PCA Explained Variance: 0.143
Layer 13 - PCA Explained Variance: 0.129
Layer 14 - PCA Explained Variance: 0.085
Layer 15 - PCA Explained Variance: 0.093
Layer 16 - PCA Explained Variance: 0.088
Layer 17 - PCA Explained Variance: 0.081
Layer 18 - PCA Explained Variance: 0.084
Layer 19 - PCA Explained Variance: 0.099
Layer 20 - PCA Explained Variance: 0.104
Layer 21 - PCA Explained Variance: 0.112
Layer 22 - PCA Explained Variance: 0.127
Layer 23 - PCA Explained Variance: 0.157
Layer 24 - PCA Explained Variance: 0.155
Layer 25 - PCA Explained Variance: 0.160
Layer 26 - PCA Explained Variance: 0.161
Layer 27 - PCA Explained Variance: 0.152
Layer 28 - PCA Explained Variance: 0.151
Layer 29 - PCA Explained Variance: 0.140
Layer 30 - PCA Explained Variance: 0.133
Layer 31 - PCA Explained Variance: 0.095
Layer 0 - M²: nan, SM: 1.000
Layer 1 - M²: 0.688, SM: 0.942
Layer 2 - M²: 0.772, SM: 0.738
Layer 3 - M²: 0.884, SM: 0.650
Layer 4 - M²: 0.909, SM: 0.573
Layer 5 - M²: 0.910, SM: 0.505
Layer 6 - M²: 0.910, SM: 0.452
Layer 7 - M²: 0.913, SM: 0.478
Layer 8 - M²: 0.876, SM: 0.471
Layer 9 - M²: 0.877, SM: 0.507
Layer 10 - M²: 0.876, SM: 0.506
Layer 11 - M²: 0.895, SM: 0.539
Layer 12 - M²: 0.897, SM: 0.527
Layer 13 - M²: 0.878, SM: 0.483
Layer 14 - M²: 0.828, SM: 0.412
Layer 15 - M²: 0.819, SM: 0.367
Layer 16 - M²: 0.766, SM: 0.283
Layer 17 - M²: 0.702, SM: 0.218
Layer 18 - M²: 0.587, SM: 0.101
Layer 19 - M²: 0.551, SM: 0.078
Layer 20 - M²: 0.529, SM: 0.070
Layer 21 - M²: 0.544, SM: 0.084
Layer 22 - M²: -0.489, SM: 0.171
Layer 23 - M²: -0.451, SM: 0.169
Layer 24 - M²: -0.437, SM: 0.196
Layer 25 - M²: -0.407, SM: 0.230
Layer 26 - M²: 0.407, SM: 0.209
Layer 27 - M²: 0.418, SM: 0.188
Layer 28 - M²: 0.428, SM: 0.170
Layer 29 - M²: 0.433, SM: 0.161
Layer 30 - M²: 0.432, SM: 0.164
Layer 31 - M²: -0.493, SM: 0.075
