The token has not been saved to the git credentials helper. Pass `add_to_git_credential=True` in this function directly or `--add-to-git-credential` if using via `huggingface-cli` if you want to set the git credential as well.
Token is valid (permission: read).
Your token has been saved to /home/bhaskar_mukhoty/.cache/huggingface/token
Login successful
Layer 0 - PCA Explained Variance: nan
Layer 1 - PCA Explained Variance: 0.080
Layer 2 - PCA Explained Variance: 0.068
Layer 3 - PCA Explained Variance: 0.082
Layer 4 - PCA Explained Variance: 0.093
Layer 5 - PCA Explained Variance: 0.115
Layer 6 - PCA Explained Variance: 0.130
Layer 7 - PCA Explained Variance: 0.141
Layer 8 - PCA Explained Variance: 0.163
Layer 9 - PCA Explained Variance: 0.177
Layer 10 - PCA Explained Variance: 0.174
Layer 11 - PCA Explained Variance: 0.193
Layer 12 - PCA Explained Variance: 0.187
Layer 13 - PCA Explained Variance: 0.173
Layer 14 - PCA Explained Variance: 0.122
Layer 15 - PCA Explained Variance: 0.128
Layer 16 - PCA Explained Variance: 0.120
Layer 17 - PCA Explained Variance: 0.110
Layer 18 - PCA Explained Variance: 0.099
Layer 19 - PCA Explained Variance: 0.100
Layer 20 - PCA Explained Variance: 0.108
Layer 21 - PCA Explained Variance: 0.114
Layer 22 - PCA Explained Variance: 0.126
Layer 23 - PCA Explained Variance: 0.144
Layer 24 - PCA Explained Variance: 0.151
Layer 25 - PCA Explained Variance: 0.161
Layer 26 - PCA Explained Variance: 0.161
Layer 27 - PCA Explained Variance: 0.152
Layer 28 - PCA Explained Variance: 0.150
Layer 29 - PCA Explained Variance: 0.143
Layer 30 - PCA Explained Variance: 0.138
Layer 31 - PCA Explained Variance: 0.101
Layer 0 - M²: nan, SM: 1.000
Layer 1 - M²: 0.310, SM: 0.855
Layer 2 - M²: 0.616, SM: 0.885
Layer 3 - M²: 0.848, SM: 0.694
Layer 4 - M²: 0.881, SM: 0.612
Layer 5 - M²: 0.889, SM: 0.534
Layer 6 - M²: 0.887, SM: 0.507
Layer 7 - M²: 0.884, SM: 0.524
Layer 8 - M²: 0.870, SM: 0.551
Layer 9 - M²: 0.868, SM: 0.551
Layer 10 - M²: 0.861, SM: 0.565
Layer 11 - M²: 0.876, SM: 0.587
Layer 12 - M²: 0.861, SM: 0.567
Layer 13 - M²: 0.854, SM: 0.570
Layer 14 - M²: 0.834, SM: 0.512
Layer 15 - M²: 0.823, SM: 0.516
Layer 16 - M²: 0.803, SM: 0.482
Layer 17 - M²: 0.773, SM: 0.488
Layer 18 - M²: 0.664, SM: 0.496
Layer 19 - M²: 0.595, SM: 0.488
Layer 20 - M²: 0.564, SM: 0.471
Layer 21 - M²: 0.526, SM: 0.482
Layer 22 - M²: -0.504, SM: 0.496
Layer 23 - M²: -0.415, SM: 0.512
Layer 24 - M²: -0.412, SM: 0.509
Layer 25 - M²: -0.408, SM: 0.501
Layer 26 - M²: -0.404, SM: 0.503
Layer 27 - M²: -0.424, SM: 0.502
Layer 28 - M²: -0.428, SM: 0.501
Layer 29 - M²: -0.443, SM: 0.497
Layer 30 - M²: -0.451, SM: 0.494
Layer 31 - M²: 0.484, SM: 0.516
