The token has not been saved to the git credentials helper. Pass `add_to_git_credential=True` in this function directly or `--add-to-git-credential` if using via `huggingface-cli` if you want to set the git credential as well.
Token is valid (permission: read).
Your token has been saved to /home/bhaskar_mukhoty/.cache/huggingface/token
Login successful
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:  50%|█████     | 1/2 [00:01<00:01,  1.56s/it]Loading checkpoint shards: 100%|██████████| 2/2 [00:02<00:00,  1.00s/it]Loading checkpoint shards: 100%|██████████| 2/2 [00:02<00:00,  1.09s/it]
Layer 0 - PCA Explained Variance: nan
Layer 1 - PCA Explained Variance: 0.251
Layer 2 - PCA Explained Variance: 0.183
Layer 3 - PCA Explained Variance: 0.121
Layer 4 - PCA Explained Variance: 0.134
Layer 5 - PCA Explained Variance: 0.147
Layer 6 - PCA Explained Variance: 0.202
Layer 7 - PCA Explained Variance: 0.170
Layer 8 - PCA Explained Variance: 0.172
Layer 9 - PCA Explained Variance: 0.171
Layer 10 - PCA Explained Variance: 0.190
Layer 11 - PCA Explained Variance: 0.180
Layer 12 - PCA Explained Variance: 0.180
Layer 13 - PCA Explained Variance: 0.166
Layer 14 - PCA Explained Variance: 0.157
Layer 15 - PCA Explained Variance: 0.149
Layer 16 - PCA Explained Variance: 0.157
Layer 17 - PCA Explained Variance: 0.126
Layer 18 - PCA Explained Variance: 0.125
Layer 19 - PCA Explained Variance: 0.114
Layer 20 - PCA Explained Variance: 0.104
Layer 21 - PCA Explained Variance: 0.105
Layer 22 - PCA Explained Variance: 0.093
Layer 23 - PCA Explained Variance: 0.090
Layer 24 - PCA Explained Variance: 0.087
Layer 25 - PCA Explained Variance: 0.082
Layer 26 - PCA Explained Variance: 0.081
Layer 27 - PCA Explained Variance: 0.079
Layer 28 - PCA Explained Variance: 0.081
Layer 29 - PCA Explained Variance: 0.083
Layer 30 - PCA Explained Variance: 0.084
Layer 31 - PCA Explained Variance: 0.090
Layer 0 - M²: nan, SM: 1.000
Layer 1 - M²: 0.317, SM: 2.511
Layer 2 - M²: 0.655, SM: 1.012
Layer 3 - M²: 0.903, SM: 0.556
Layer 4 - M²: 0.908, SM: 0.492
Layer 5 - M²: 0.906, SM: 0.445
Layer 6 - M²: 0.904, SM: 0.433
Layer 7 - M²: 0.910, SM: 0.457
Layer 8 - M²: 0.898, SM: 0.462
Layer 9 - M²: 0.896, SM: 0.458
Layer 10 - M²: 0.890, SM: 0.457
Layer 11 - M²: -0.890, SM: 0.477
Layer 12 - M²: -0.882, SM: 0.404
Layer 13 - M²: -0.870, SM: 0.362
Layer 14 - M²: -0.858, SM: 0.329
Layer 15 - M²: -0.869, SM: 0.374
Layer 16 - M²: 0.879, SM: 0.397
Layer 17 - M²: 0.855, SM: 0.346
Layer 18 - M²: 0.836, SM: 0.338
Layer 19 - M²: 0.727, SM: 0.102
Layer 20 - M²: 0.645, SM: 0.196
Layer 21 - M²: 0.589, SM: 0.276
Layer 22 - M²: 0.537, SM: 0.326
Layer 23 - M²: 0.479, SM: 0.391
Layer 24 - M²: 0.472, SM: 0.408
Layer 25 - M²: -0.487, SM: 0.395
Layer 26 - M²: -0.478, SM: 0.387
Layer 27 - M²: 0.478, SM: 0.390
Layer 28 - M²: -0.481, SM: 0.386
Layer 29 - M²: 0.474, SM: 0.376
Layer 30 - M²: 0.467, SM: 0.374
Layer 31 - M²: 0.458, SM: 0.375
