The token has not been saved to the git credentials helper. Pass `add_to_git_credential=True` in this function directly or `--add-to-git-credential` if using via `huggingface-cli` if you want to set the git credential as well.
Token is valid (permission: read).
Your token has been saved to /home/bhaskar_mukhoty/.cache/huggingface/token
Login successful
Layer 0 - PCA Explained Variance: nan
Layer 1 - PCA Explained Variance: 0.090
Layer 2 - PCA Explained Variance: 0.077
Layer 3 - PCA Explained Variance: 0.089
Layer 4 - PCA Explained Variance: 0.093
Layer 5 - PCA Explained Variance: 0.119
Layer 6 - PCA Explained Variance: 0.118
Layer 7 - PCA Explained Variance: 0.117
Layer 8 - PCA Explained Variance: 0.119
Layer 9 - PCA Explained Variance: 0.117
Layer 10 - PCA Explained Variance: 0.112
Layer 11 - PCA Explained Variance: 0.116
Layer 12 - PCA Explained Variance: 0.114
Layer 13 - PCA Explained Variance: 0.110
Layer 14 - PCA Explained Variance: 0.101
Layer 15 - PCA Explained Variance: 0.101
Layer 16 - PCA Explained Variance: 0.095
Layer 17 - PCA Explained Variance: 0.083
Layer 18 - PCA Explained Variance: 0.074
Layer 19 - PCA Explained Variance: 0.071
Layer 20 - PCA Explained Variance: 0.075
Layer 21 - PCA Explained Variance: 0.082
Layer 22 - PCA Explained Variance: 0.083
Layer 23 - PCA Explained Variance: 0.088
Layer 24 - PCA Explained Variance: 0.091
Layer 25 - PCA Explained Variance: 0.092
Layer 26 - PCA Explained Variance: 0.096
Layer 27 - PCA Explained Variance: 0.097
Layer 28 - PCA Explained Variance: 0.104
Layer 29 - PCA Explained Variance: 0.105
Layer 30 - PCA Explained Variance: 0.106
Layer 31 - PCA Explained Variance: 0.100
Layer 0 - M²: nan, SM: 1.000
Layer 1 - M²: 0.600, SM: 0.613
Layer 2 - M²: 0.715, SM: 0.500
Layer 3 - M²: 0.812, SM: 0.517
Layer 4 - M²: 0.801, SM: 0.469
Layer 5 - M²: 0.852, SM: 0.411
Layer 6 - M²: 0.856, SM: 0.414
Layer 7 - M²: 0.867, SM: 0.436
Layer 8 - M²: 0.861, SM: 0.414
Layer 9 - M²: 0.886, SM: 0.421
Layer 10 - M²: 0.870, SM: 0.415
Layer 11 - M²: 0.780, SM: 0.428
Layer 12 - M²: 0.215, SM: 0.669
Layer 13 - M²: 0.092, SM: 0.523
Layer 14 - M²: -0.092, SM: 0.435
Layer 15 - M²: 0.207, SM: 0.432
Layer 16 - M²: -0.241, SM: 0.440
Layer 17 - M²: 0.239, SM: 0.392
Layer 18 - M²: 0.321, SM: 0.357
Layer 19 - M²: 0.342, SM: 0.337
Layer 20 - M²: 0.310, SM: 0.332
Layer 21 - M²: -0.316, SM: 0.368
Layer 22 - M²: -0.301, SM: 0.339
Layer 23 - M²: 0.286, SM: 0.302
Layer 24 - M²: 0.264, SM: 0.229
Layer 25 - M²: 0.249, SM: 0.153
Layer 26 - M²: 0.248, SM: 0.109
Layer 27 - M²: 0.244, SM: 0.055
Layer 28 - M²: -0.254, SM: 0.123
Layer 29 - M²: -0.253, SM: 0.065
Layer 30 - M²: -0.254, SM: 0.092
Layer 31 - M²: -0.264, SM: 0.203
