The token has not been saved to the git credentials helper. Pass `add_to_git_credential=True` in this function directly or `--add-to-git-credential` if using via `huggingface-cli` if you want to set the git credential as well.
Token is valid (permission: read).
Your token has been saved to /home/bhaskar_mukhoty/.cache/huggingface/token
Login successful
Layer 0 - PCA Explained Variance: nan
Layer 1 - PCA Explained Variance: 0.146
Layer 2 - PCA Explained Variance: 0.177
Layer 3 - PCA Explained Variance: 0.214
Layer 4 - PCA Explained Variance: 0.292
Layer 5 - PCA Explained Variance: 0.277
Layer 6 - PCA Explained Variance: 0.294
Layer 7 - PCA Explained Variance: 0.297
Layer 8 - PCA Explained Variance: 0.336
Layer 9 - PCA Explained Variance: 0.332
Layer 10 - PCA Explained Variance: 0.304
Layer 11 - PCA Explained Variance: 0.310
Layer 12 - PCA Explained Variance: 0.274
Layer 13 - PCA Explained Variance: 0.253
Layer 14 - PCA Explained Variance: 0.208
Layer 15 - PCA Explained Variance: 0.204
Layer 16 - PCA Explained Variance: 0.201
Layer 17 - PCA Explained Variance: 0.200
Layer 18 - PCA Explained Variance: 0.202
Layer 19 - PCA Explained Variance: 0.233
Layer 20 - PCA Explained Variance: 0.246
Layer 21 - PCA Explained Variance: 0.263
Layer 22 - PCA Explained Variance: 0.262
Layer 23 - PCA Explained Variance: 0.264
Layer 24 - PCA Explained Variance: 0.262
Layer 25 - PCA Explained Variance: 0.263
Layer 26 - PCA Explained Variance: 0.264
Layer 27 - PCA Explained Variance: 0.262
Layer 28 - PCA Explained Variance: 0.258
Layer 29 - PCA Explained Variance: 0.251
Layer 30 - PCA Explained Variance: 0.242
Layer 31 - PCA Explained Variance: 0.200
Layer 0 - M²: nan, SM: 1.000
Layer 1 - M²: 0.458, SM: 1.510
Layer 2 - M²: 0.743, SM: 2.114
Layer 3 - M²: 0.940, SM: 1.095
Layer 4 - M²: 0.964, SM: 0.526
Layer 5 - M²: 0.966, SM: 0.570
Layer 6 - M²: 0.961, SM: 0.516
Layer 7 - M²: -0.961, SM: 0.524
Layer 8 - M²: 0.958, SM: 0.521
Layer 9 - M²: 0.964, SM: 0.572
Layer 10 - M²: 0.963, SM: 0.599
Layer 11 - M²: 0.964, SM: 0.557
Layer 12 - M²: 0.967, SM: 0.550
Layer 13 - M²: 0.963, SM: 0.528
Layer 14 - M²: 0.922, SM: 0.422
Layer 15 - M²: 0.909, SM: 0.392
Layer 16 - M²: 0.896, SM: 0.434
Layer 17 - M²: 0.886, SM: 0.437
Layer 18 - M²: 0.882, SM: 0.451
Layer 19 - M²: 0.854, SM: 0.327
Layer 20 - M²: 0.853, SM: 0.323
Layer 21 - M²: -0.862, SM: 0.312
Layer 22 - M²: -0.875, SM: 0.342
Layer 23 - M²: -0.876, SM: 0.374
Layer 24 - M²: -0.871, SM: 0.373
Layer 25 - M²: -0.874, SM: 0.393
Layer 26 - M²: -0.872, SM: 0.389
Layer 27 - M²: -0.872, SM: 0.403
Layer 28 - M²: -0.874, SM: 0.437
Layer 29 - M²: -0.870, SM: 0.458
Layer 30 - M²: -0.875, SM: 0.503
Layer 31 - M²: -0.830, SM: 0.266
