The token has not been saved to the git credentials helper. Pass `add_to_git_credential=True` in this function directly or `--add-to-git-credential` if using via `huggingface-cli` if you want to set the git credential as well.
Token is valid (permission: read).
Your token has been saved to /home/bhaskar_mukhoty/.cache/huggingface/token
Login successful
Layer 0 - PCA Explained Variance: nan
Layer 1 - PCA Explained Variance: 0.157
Layer 2 - PCA Explained Variance: 0.171
Layer 3 - PCA Explained Variance: 0.211
Layer 4 - PCA Explained Variance: 0.292
Layer 5 - PCA Explained Variance: 0.277
Layer 6 - PCA Explained Variance: 0.288
Layer 7 - PCA Explained Variance: 0.293
Layer 8 - PCA Explained Variance: 0.324
Layer 9 - PCA Explained Variance: 0.320
Layer 10 - PCA Explained Variance: 0.297
Layer 11 - PCA Explained Variance: 0.302
Layer 12 - PCA Explained Variance: 0.265
Layer 13 - PCA Explained Variance: 0.246
Layer 14 - PCA Explained Variance: 0.201
Layer 15 - PCA Explained Variance: 0.198
Layer 16 - PCA Explained Variance: 0.197
Layer 17 - PCA Explained Variance: 0.199
Layer 18 - PCA Explained Variance: 0.205
Layer 19 - PCA Explained Variance: 0.238
Layer 20 - PCA Explained Variance: 0.251
Layer 21 - PCA Explained Variance: 0.273
Layer 22 - PCA Explained Variance: 0.272
Layer 23 - PCA Explained Variance: 0.275
Layer 24 - PCA Explained Variance: 0.276
Layer 25 - PCA Explained Variance: 0.277
Layer 26 - PCA Explained Variance: 0.279
Layer 27 - PCA Explained Variance: 0.277
Layer 28 - PCA Explained Variance: 0.272
Layer 29 - PCA Explained Variance: 0.266
Layer 30 - PCA Explained Variance: 0.256
Layer 31 - PCA Explained Variance: 0.209
Layer 0 - M²: nan, SM: 1.000
Layer 1 - M²: 0.516, SM: 1.199
Layer 2 - M²: 0.931, SM: 1.105
Layer 3 - M²: 0.945, SM: 1.034
Layer 4 - M²: 0.957, SM: 0.594
Layer 5 - M²: 0.950, SM: 0.613
Layer 6 - M²: 0.947, SM: 0.548
Layer 7 - M²: -0.946, SM: 0.562
Layer 8 - M²: 0.940, SM: 0.532
Layer 9 - M²: 0.947, SM: 0.587
Layer 10 - M²: 0.947, SM: 0.623
Layer 11 - M²: 0.950, SM: 0.616
Layer 12 - M²: 0.953, SM: 0.611
Layer 13 - M²: 0.946, SM: 0.604
Layer 14 - M²: 0.900, SM: 0.569
Layer 15 - M²: 0.897, SM: 0.577
Layer 16 - M²: 0.882, SM: 0.665
Layer 17 - M²: 0.872, SM: 0.706
Layer 18 - M²: 0.868, SM: 0.726
Layer 19 - M²: 0.855, SM: 0.577
Layer 20 - M²: 0.855, SM: 0.576
Layer 21 - M²: -0.856, SM: 0.558
Layer 22 - M²: -0.860, SM: 0.588
Layer 23 - M²: -0.860, SM: 0.603
Layer 24 - M²: -0.851, SM: 0.594
Layer 25 - M²: -0.849, SM: 0.610
Layer 26 - M²: -0.844, SM: 0.609
Layer 27 - M²: -0.843, SM: 0.638
Layer 28 - M²: -0.845, SM: 0.674
Layer 29 - M²: -0.843, SM: 0.711
Layer 30 - M²: -0.848, SM: 0.765
Layer 31 - M²: -0.837, SM: 0.649
