The token has not been saved to the git credentials helper. Pass `add_to_git_credential=True` in this function directly or `--add-to-git-credential` if using via `huggingface-cli` if you want to set the git credential as well.
Token is valid (permission: read).
Your token has been saved to /home/bhaskar_mukhoty/.cache/huggingface/token
Login successful
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:  50%|█████     | 1/2 [00:01<00:01,  1.57s/it]Loading checkpoint shards: 100%|██████████| 2/2 [00:02<00:00,  1.09s/it]Loading checkpoint shards: 100%|██████████| 2/2 [00:02<00:00,  1.17s/it]
Layer 0 - PCA Explained Variance: nan
Layer 1 - PCA Explained Variance: 0.142
Layer 2 - PCA Explained Variance: 0.173
Layer 3 - PCA Explained Variance: 0.197
Layer 4 - PCA Explained Variance: 0.175
Layer 5 - PCA Explained Variance: 0.189
Layer 6 - PCA Explained Variance: 0.209
Layer 7 - PCA Explained Variance: 0.211
Layer 8 - PCA Explained Variance: 0.191
Layer 9 - PCA Explained Variance: 0.187
Layer 10 - PCA Explained Variance: 0.206
Layer 11 - PCA Explained Variance: 0.201
Layer 12 - PCA Explained Variance: 0.181
Layer 13 - PCA Explained Variance: 0.187
Layer 14 - PCA Explained Variance: 0.222
Layer 15 - PCA Explained Variance: 0.175
Layer 16 - PCA Explained Variance: 0.179
Layer 17 - PCA Explained Variance: 0.181
Layer 18 - PCA Explained Variance: 0.177
Layer 19 - PCA Explained Variance: 0.166
Layer 20 - PCA Explained Variance: 0.137
Layer 21 - PCA Explained Variance: 0.115
Layer 22 - PCA Explained Variance: 0.109
Layer 23 - PCA Explained Variance: 0.102
Layer 24 - PCA Explained Variance: 0.097
Layer 25 - PCA Explained Variance: 0.094
Layer 26 - PCA Explained Variance: 0.092
Layer 27 - PCA Explained Variance: 0.089
Layer 28 - PCA Explained Variance: 0.102
Layer 29 - PCA Explained Variance: 0.095
Layer 30 - PCA Explained Variance: 0.097
Layer 31 - PCA Explained Variance: 0.101
Layer 0 - M²: nan, SM: 1.000
Layer 1 - M²: -0.799, SM: 1.107
Layer 2 - M²: -0.911, SM: 0.511
Layer 3 - M²: -0.915, SM: 0.537
Layer 4 - M²: -0.912, SM: 0.417
Layer 5 - M²: -0.912, SM: 0.482
Layer 6 - M²: -0.914, SM: 0.497
Layer 7 - M²: -0.915, SM: 0.514
Layer 8 - M²: -0.914, SM: 0.525
Layer 9 - M²: -0.912, SM: 0.532
Layer 10 - M²: -0.899, SM: 0.604
Layer 11 - M²: -0.877, SM: 0.553
Layer 12 - M²: -0.900, SM: 0.545
Layer 13 - M²: -0.899, SM: 0.564
Layer 14 - M²: -0.893, SM: 0.604
Layer 15 - M²: -0.889, SM: 0.579
Layer 16 - M²: -0.894, SM: 0.541
Layer 17 - M²: -0.896, SM: 0.506
Layer 18 - M²: -0.897, SM: 0.455
Layer 19 - M²: -0.899, SM: 0.418
Layer 20 - M²: -0.868, SM: 0.329
Layer 21 - M²: -0.829, SM: 0.248
Layer 22 - M²: -0.746, SM: 0.210
Layer 23 - M²: -0.717, SM: 0.188
Layer 24 - M²: -0.702, SM: 0.168
Layer 25 - M²: -0.714, SM: 0.174
Layer 26 - M²: -0.693, SM: 0.058
Layer 27 - M²: -0.630, SM: 0.137
Layer 28 - M²: -0.561, SM: 0.052
Layer 29 - M²: -0.534, SM: 0.207
Layer 30 - M²: -0.507, SM: 0.289
Layer 31 - M²: 0.452, SM: 0.320
