The token has not been saved to the git credentials helper. Pass `add_to_git_credential=True` in this function directly or `--add-to-git-credential` if using via `huggingface-cli` if you want to set the git credential as well.
Token is valid (permission: read).
Your token has been saved to /home/bhaskar_mukhoty/.cache/huggingface/token
Login successful
Layer 0 - PCA Explained Variance: 1.000
Layer 1 - PCA Explained Variance: 0.132
Layer 2 - PCA Explained Variance: 0.167
Layer 3 - PCA Explained Variance: 0.166
Layer 4 - PCA Explained Variance: 0.150
Layer 5 - PCA Explained Variance: 0.162
Layer 6 - PCA Explained Variance: 0.172
Layer 7 - PCA Explained Variance: 0.184
Layer 8 - PCA Explained Variance: 0.189
Layer 9 - PCA Explained Variance: 0.201
Layer 10 - PCA Explained Variance: 0.221
Layer 11 - PCA Explained Variance: 0.233
Layer 12 - PCA Explained Variance: 0.247
Layer 13 - PCA Explained Variance: 0.251
Layer 14 - PCA Explained Variance: 0.270
Layer 15 - PCA Explained Variance: 0.281
Layer 16 - PCA Explained Variance: 0.299
Layer 17 - PCA Explained Variance: 0.307
Layer 18 - PCA Explained Variance: 0.315
Layer 19 - PCA Explained Variance: 0.308
Layer 20 - PCA Explained Variance: 0.300
Layer 21 - PCA Explained Variance: 0.281
Layer 22 - PCA Explained Variance: 0.262
Layer 23 - PCA Explained Variance: 0.252
Layer 24 - PCA Explained Variance: 0.230
Layer 25 - PCA Explained Variance: 0.207
Layer 26 - PCA Explained Variance: 0.203
Layer 27 - PCA Explained Variance: 0.183
Layer 28 - PCA Explained Variance: 0.179
Layer 29 - PCA Explained Variance: 0.175
Layer 30 - PCA Explained Variance: 0.170
Layer 31 - PCA Explained Variance: 0.164
Layer 32 - PCA Explained Variance: 0.157
Layer 33 - PCA Explained Variance: 0.153
Layer 34 - PCA Explained Variance: 0.153
Layer 35 - PCA Explained Variance: 0.145
Layer 0 - M²: -0.723, SM: 6966.488
Layer 1 - M²: 0.177, SM: 3.498
Layer 2 - M²: -0.044, SM: 0.821
Layer 3 - M²: -0.297, SM: 0.868
Layer 4 - M²: -0.483, SM: 0.794
Layer 5 - M²: -0.618, SM: 0.630
Layer 6 - M²: -0.696, SM: 0.558
Layer 7 - M²: 0.652, SM: 0.468
Layer 8 - M²: 0.674, SM: 0.391
Layer 9 - M²: 0.746, SM: 0.410
Layer 10 - M²: 0.802, SM: 0.383
Layer 11 - M²: 0.853, SM: 0.375
Layer 12 - M²: 0.921, SM: 0.439
Layer 13 - M²: 0.935, SM: 0.456
Layer 14 - M²: -0.947, SM: 0.517
Layer 15 - M²: -0.942, SM: 0.464
Layer 16 - M²: -0.944, SM: 0.474
Layer 17 - M²: -0.964, SM: 0.514
Layer 18 - M²: -0.963, SM: 0.536
Layer 19 - M²: 0.958, SM: 0.507
Layer 20 - M²: 0.949, SM: 0.481
Layer 21 - M²: 0.937, SM: 0.470
Layer 22 - M²: 0.918, SM: 0.460
Layer 23 - M²: -0.898, SM: 0.388
Layer 24 - M²: -0.866, SM: 0.293
Layer 25 - M²: 0.837, SM: 0.196
Layer 26 - M²: 0.847, SM: 0.165
Layer 27 - M²: 0.812, SM: 0.214
Layer 28 - M²: 0.812, SM: 0.191
Layer 29 - M²: 0.810, SM: 0.217
Layer 30 - M²: -0.810, SM: 0.227
Layer 31 - M²: -0.807, SM: 0.293
Layer 32 - M²: -0.794, SM: 0.422
Layer 33 - M²: -0.783, SM: 0.610
Layer 34 - M²: -0.781, SM: 0.643
Layer 35 - M²: -0.782, SM: 0.620
